"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"NoError, EmulTrap, ClearMem";"Excess ? 1993 Reflex.";"1993 Reflex";"whdload";"0";"Excess";"Excess";"919080";"E\Excess\Excess.Slave";"589824";"E\Excess";"524288";"Excess";"OCS/ECS";"";"";"";"";"";"excess reflex";"Best";"2.814511";"Pouet";"amiga demo";"4th";"Reflex (Amiga)";"x\xs-excess-reflex-amiga";"demo";"ECC 1993";"http://content.pouet.net/files/screenshots/00057/00057187.png";"august 1993";"XS Excess";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=57187";"xs excess xsexcess reflex amiga xsexcessreflexamiga"
"NoError, EmulTrap, ClearMem";"Experiment ? 1991 Ram Jam.";"1991 Ram Jam";"whdload";"0";"Experiment";"Experiment";"111554";"E\Experiment\Experiment.Slave";"0";"E\Experiment";"524288";"Experiment";"OCS/ECS";"";"";"";"";"";"experiment ram jam";"Exact";"100";"Pouet";"";"";"Ram Jam";"e\experiment-ram-jam";"intro";"";"http://content.pouet.net/files/screenshots/00061/00061936.png";"1991";"Experiment";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=61936";"experiment experiment ram jam experimentramjam"
"Disk, NoError, Req68020, ReqAGA";"Explorer ? 1994 Delight.";"";"whdload";"0";"";"ExplorerAGA";"908502";"E\ExplorerAGA\ExplorerAGA.slave";"";"E\ExplorerAGA";"2097152";"Explorer";"AGA";"";"";"";"";"";"explorer delight";"Exact";"100";"Pouet";"n/a";"n/a";"Delight";"e\explorer-delight";"demo";"Analog Party 1994";"http://content.pouet.net/files/screenshots/00012/00012329.jpg";"july 1994";"Explorer";"Amiga AGA";"http://www.pouet.net/prod.php?which=12329";"explorer explorer delight explorerdelight"
"NoError, EmulTrap, ClearMem";"Expressions ? 1989 Timecircle.";"1989 Timecircle";"whdload";"0";"Expressions";"Expressions";"919109";"E\Expressions\Expressions.Slave";"0";"E\Expressions";"524288";"Expressions";"OCS/ECS";"";"";"";"";"";"expressions timecircle";"Exact";"100";"Pouet";"";"";"Timecircle";"e\expressions-timecircle";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009341.gif";"december 1989";"Expressions";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9341";"expressions expressions timecircle expressionstimecircle"
"NoError";"Extemporized ? 1993 Digital - 1 disk";"1993 Digital";"whdload";"0";"Extemporized";"Extemporized";"911565";"E\Extemporized\Extemporized.Slave";"0";"E\Extemporized";"528384";"Extemporized";"OCS/ECS";"";"";"";"";"";"extemporized digital";"Exact";"100";"Pouet";"";"";"Digital";"e\extemporized-digital";"musicdisk";"";"http://content.pouet.net/files/screenshots/00007/00007974.jpg";"october 1993";"Extemporized";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=7974";"extemporized extemporized digital extemporizeddigital"
"Disk, NoError";"";"1993 Pygmy Projects";"whdload";"0";"Extension";"Extension";"717619";"E\Extension\Extension.slave";"491520";"E\Extension";"454656";"Extension";"OCS/ECS";"";"";"";"";"";"extension pygmy projects";"Exact";"100";"Pouet";"amiga demo";"1st";"Pygmy projects";"e\extension-pygmy-projects";"demo";"Assembly 1993";"http://content.pouet.net/files/screenshots/00003/00003038.png";"august 1993";"Extension";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3038";"extension extension pygmy projects extensionpygmyprojects"
"NoError, EmulTrap, ClearMem";"Face Another Day ? 1991 Razor 1911.";"1991 Razor 1911";"whdload";"0";"Face Another Day";"FaceAnotherDay";"922417";"F\FaceAnotherDay\FaceAnotherDay.Slave";"0";"F\FaceAnotherDay";"524288";"FaceAnotherDay";"OCS/ECS";"";"";"";"";"";"face another day razor";"Best";"4.093952";"Pouet";"";"";"Razor 1911";"f\face-another-day-razor-1911";"musicdisk";"";"http://content.pouet.net/files/screenshots/00004/00004203.jpg";"august 1991";"Face another day";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4203";"face another day faceanotherday razor 1911 faceanotherdayrazor1911"
"NoError, EmulTrap, ReqAGA, ClearMem";"Faktory ? 1995 Virtual Dreams/Fairlight.";"1995 Virtual Dreams/Fairlight";"whdload";"0";"Faktory";"FaktoryAGA";"2193763";"F\FaktoryAGA\FaktoryAGA.Slave";"2183168";"F\FaktoryAGA";"573440";"Faktory";"AGA";"";"";"";"";"";"faktory aga virtual dreams fairlight";"Best";"3.70291";"Pouet";"amiga demo";"3rd";"Virtual Dreams,Fairlight";"f\faktory-virtual-dreams-fairlight";"demo";"The Party 1995";"http://content.pouet.net/files/screenshots/00001/00001153.jpg";"december 1995";"faktory";"Amiga AGA";"http://www.pouet.net/prod.php?which=1153";"faktory faktory virtual dreams fairlight faktoryvirtualdreamsfairlight"
"NoError, EmulTrap, ClearMem";"Falling Up ? 1992 Analog";"1992 Analog";"whdload";"0";"Falling Up";"FallingUp";"920777";"F\FallingUp\FallingUp.Slave";"856064";"F\FallingUp";"524288";"FallingUp";"OCS/ECS";"";"";"";"";"";"falling up analog";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Analog";;"Trackmo";"Hurricane and Brutal Summer Party";;"6/92";"Falling Up";;;"falling up fallingup analog fallingupanalog"
"Disk, NoError, EmulTrap";"The Fantastic Art ? 1990 Crusaders.";"";"whdload";"0";"";"FantasticArt";"1832417";"F\FantasticArt\FantasticArt.slave";"";"F\FantasticArt";"524288";"FantasticArt";"OCS/ECS";"";"";"";"";"";"fantastic art";"Best";"2.45614";"Pouet";"";"";"Crusaders";"t\the-fantastic-art-of-tobias-richter-crusaders";"slideshow";"";"http://content.pouet.net/files/screenshots/00012/00012323.png";"april 1990";"The Fantastic Art Of Tobias Richter";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12323";"the fantastic art of tobias richter thefantasticartoftobiasrichter crusaders thefantasticartoftobiasrichtercrusaders"
"NoError, EmulTrap, ClearMem";"Fantastic Dream ? 1994 Saints.";"1994 Saints";"whdload";"0";"Fantastic Dream";"FantasticDream";"924101";"F\FantasticDream\FantasticDream.Slave";"0";"F\FantasticDream";"524288";"FantasticDream";"OCS/ECS";"";"";"";"";"";"fantastic dream saints";"Exact";"100";"Pouet";"";"";"saints";"f\fantastic-dream-saints";"musicdisk";"";"http://content.pouet.net/files/screenshots/00058/00058354.gif";"1994";"Fantastic Dream";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58354";"fantastic dream fantasticdream saints fantasticdreamsaints"
"NoError, EmulTrap, ClearMem";"Fantastic Pix Vol.1 ? 1990 Venom.";"1990 Venom";"whdload";"0";"Fantastic Pix Vol.1";"FantasticPixVol1";"369276";"F\FantasticPixVol1\FantasticPixVol1.Slave";"0";"F\FantasticPixVol1";"524288";"FantasticPixVol1";"OCS/ECS";"";"";"";"";"";"fantastic pix 1 venom";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Venom";;"Slideshow";"";;"";"Fantastic Pix 1";;;"fantastic pix 1 fantasticpix1 venom fantasticpix1venom"
"Disk, NoError, EmulTrap, ClearMem";"Faster Than Hell ? 1992 W.F.M.H.";"1992 W.F.M.H.";"whdload";"0";"Faster Than Hell";"FasterThanHell";"908508";"F\FasterThanHell\FasterThanHell.Slave";"0";"F\FasterThanHell";"1048576";"FasterThanHell";"OCS/ECS";"";"";"";"";"";"faster than hell";"Exact";"100";"Pouet";"amiga demo";"3rd";"World Federation of Mad Hackers";"f\faster-than-hell-world-federation-of-mad-hackers";"demo";"Warszawa 1992";"http://content.pouet.net/files/screenshots/00014/00014651.png";"april 1992";"Faster Than Hell";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14651";"faster than hell fasterthanhell world federation of mad hackers fasterthanhellworldfederationofmadhackers"
"NoError, EmulTrap, ClearMem";"Finlandia ? 1992 Dual Crew & Complex.";"1992 Dual Crew&Complex";"whdload";"0";"Finlanda";"Finlandia";"2727490";"F\Finlandia\Finlandia.Slave";"0";"F\Finlandia";"524288";"Finlandia";"OCS/ECS";"";"";"";"";"";"finlandia finlanda dual crew complex";"Best";"3.144629";"Pouet";"";"";"Dual Crew,Complex";"f\finlandia-dual-crew-complex_#2";"musicdisk";"";"http://content.pouet.net/files/screenshots/00011/00011420.jpg";"february 1992";"finlandia";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=11420";"finlandia finlandia dual crew complex finlandiadualcrewcomplex"
"NoError, EmulTrap, ClearMem";"First Demo ? 1989 Exact.";"1989 Exact";"whdload";"0";"First Demo";"FirstDemo";"108675";"F\FirstDemo\FirstDemo.Slave";"0";"F\FirstDemo";"524288";"First";"OCS/ECS";"";"";"Demo";"";"";"first demo exact";"Exact";"100";"Pouet";"";"";"Exact";"f\first-demo-exact";"demo";"";"http://content.pouet.net/files/screenshots/00020/00020316.png";"n/a";"First demo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=20316";"first demo firstdemo exact firstdemoexact"
"NoError, EmulTrap";"Flower Power ? 1992 Anarchy - 1 disk";"1992 Anarchy";"whdload";"0";"Flower Power";"FlowerPower";"920397";"F\FlowerPower\FlowerPower.Slave";"0";"F\FlowerPower";"1048576";"FlowerPower";"OCS/ECS";"";"";"";"";"";"flower power anarchy";"Exact";"100";"Pouet";"amiga demo";"1st";"Anarchy";"f\flower-power-anarchy";"demo";"Digital Symposium 1992";"http://content.pouet.net/files/screenshots/00003/00003037.png";"october 1992";"Flower Power";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3037";"flower power flowerpower anarchy flowerpoweranarchy"
"NoError, EmulTrap, ClearMem";"Follow Me ? 1990 Red Sector Inc.";"1990 Red Sector Inc.";"whdload";"0";"Follow Me";"FollowMe";"276045";"F\FollowMe\FollowMe.Slave";"262144";"F\FollowMe";"524288";"FollowMe";"OCS/ECS";"";"";"";"";"";"follow me red sector inc";"Exact";"100";"Pouet";"";"";"Red Sector Inc.";"f\follow-me-red-sector-inc";"demo";"";"http://content.pouet.net/files/screenshots/00003/00003117.png";"1990";"Follow Me";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3117";"follow me followme red sector inc followmeredsectorinc"
"NoError";"Fools Gold ? 1991 Sanity.";"1991 by Sanity";"whdload";"0";"Fools Gold";"FoolsGold";"908428";"F\FoolsGold\FoolsGold.Slave";"0";"F\FoolsGold";"524288";"FoolsGold";"OCS/ECS";"";"";"";"";"";"fools gold by sanity";"Best";"4.366972";"Pouet";"n/a";"n/a";"sanity";"f\fools-gold-sanity";"musicdisk";"CeBIT Demo Competition 1991";"http://content.pouet.net/files/screenshots/00013/00013368.gif";"march 1991";"fool's gold";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=13368";"fools gold foolsgold sanity foolsgoldsanity"
"Disk, NoError";"Forgotten ? 1992 Mirage (1 disk)";"1992 Mirage";"whdload";"0";"Forgotten";"Forgotten";"717373";"F\Forgotten\Forgotten.Slave";"524288";"F\Forgotten";"524288";"Forgotten";"OCS/ECS";"";"";"";"";"";"forgotten mirage";"Exact";"100";"Pouet";"none";"n/a";"Mirage";"f\forgotten-mirage";"slideshow";"Prime 1992";"http://content.pouet.net/files/screenshots/00004/00004860.jpg";"august 1992";"forgotten";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4860";"forgotten forgotten mirage forgottenmirage"
"NoError, EmulTrap, ClearMem";"Fractal Tunes ? 1991 Midnightsun.";"1991 Midnightsun";"whdload";"0";"Fractal Tunes";"FractalTunes";"920636";"F\FractalTunes\FractalTunes.Slave";"0";"F\FractalTunes";"524288";"FractalTunes";"OCS/ECS";"";"";"";"";"";"fractal tunes midnightsun";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Midnightsun";;"Musicdisk";"";;"91";"Fractal Tunes";;;"fractal tunes fractaltunes midnightsun fractaltunesmidnightsun"
"NoError, Req68020, ReqAGA, ClearMem";"Friday At Eight ? 1994 Polka Brothers";"1994 Polka Brothers";"whdload";"0";"Friday At Eight";"FridayAtEightAGA";"357423";"F\FridayAtEightAGA\FridayAtEightAGA.Slave";"4096";"F\FridayAtEightAGA";"806912";"FridayAtEight";"AGA";"";"";"";"";"";"friday at eight aga polka brothers";"Best";"3.803196";"Pouet";"amiga demo";"3rd";"Polka brothers";"f\friday-at-eight-polka-brothers";"demo";"The Gathering 1994";"http://content.pouet.net/files/screenshots/00000/00000702.jpg";"august 1994";"Friday at Eight";"Amiga AGA";"http://www.pouet.net/prod.php?which=702";"friday at eight fridayateight polka brothers fridayateightpolkabrothers"
"NoError, EmulTrap, ReqAGA";"Full Moon ? 1993 Virtual Dreams/Fairlight.";"1993 Virtual Dreams/Fairlight";"whdload";"0";"FullMoon";"FullMoonAGA";"1590938";"F\FullMoonAGA\FullMoonAGA.Slave";"1638400";"F\FullMoonAGA";"1048576";"FullMoon";"AGA";"";"";"";"";"";"fullmoon virtual dreams fairlight";"Exact";"100";"Pouet";"amiga demo";"2nd";"Virtual Dreams,Fairlight";"f\fullmoon-virtual-dreams-fairlight";"demo";"The Party 1993";"http://content.pouet.net/files/screenshots/00000/00000410.gif";"december 1993";"Fullmoon";"Amiga AGA";"http://www.pouet.net/prod.php?which=410";"fullmoon fullmoon virtual dreams fairlight fullmoonvirtualdreamsfairlight"
"NoError, EmulTrap, ClearMem";"Future Synthetix ? 1990 Anthrox.";"1990 Anthrox";"whdload";"0";"Future Synthetix";"FutureSynthetix";"416631";"F\FutureSynthetix\FutureSynthetix.Slave";"0";"F\FutureSynthetix";"524288";"FutureSynthetix";"OCS/ECS";"";"";"";"";"";"future synthetix anthrox";"Exact";"100";"Pouet";"";"";"Anthrox";"f\future-synthetix-anthrox";"musicdisk";"";"http://content.pouet.net/files/screenshots/00062/00062430.png";"october 1990";"Future Synthetix";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=62430";"future synthetix futuresynthetix anthrox futuresynthetixanthrox"
"NoError, EmulTrap, ClearMem";"Gate to Hell ? 1993 Technology.";"1993 Technology";"whdload";"0";"Gate to Hell";"GateToHell";"1819193";"G\GateToHell\GateToHell.Slave";"524288";"G\GateToHell";"524288";"GateToHell";"OCS/ECS";"";"";"";"";"";"gate to hell technology";"Exact";"100";"Pouet";"";"";"Technology";"g\gate-to-hell-technology";"musicdisk";"";"http://content.pouet.net/files/screenshots/00033/00033354.gif";"november 1993";"Gate To Hell";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=33354";"gate to hell gatetohell technology gatetohelltechnology"
"NoError, EmulTrap, ClearMem";"Gathering '91 Slideshow ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"Gathering";"Gathering91Slideshow";"812391";"G\Gathering91Slideshow\Gathering91Slideshow.Slave";"0";"G\Gathering91Slideshow";"524288";"Gathering91Slideshow";"OCS/ECS";"";"";"";"";"";"gathering 91 slideshow rebels";"Best";"1.210713";"Pouet";"";"";"Byterapers,Scoopex";"g\gathering-91-byterapers-scoopex_#2";"invitation";"";"http://content.pouet.net/files/screenshots/00021/00021301.jpg";"1991";"Gathering 91";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=21301";"gathering 91 gathering91 byterapers scoopex gathering91byterapersscoopex"
"NoError, EmulTrap, ClearMem";"Gathering '93 Slideshow ? 1993 Majic 12.";"1993 Majic 12";"whdload";"0";"Gathering ";"Gathering93Slideshow";"741728";"G\Gathering93Slideshow\Gathering93Slideshow.Slave";"0";"G\Gathering93Slideshow";"524288";"Gathering93Slideshow";"OCS/ECS";"";"";"";"";"";"gathering 1993 partyslides majic 12";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Majic 12";;"Slideshow";"The Gathering 1993";;"4/93";"Gathering 1993 Partyslides";;;"gathering 1993 partyslides gathering1993partyslides majic 12 gathering1993partyslidesmajic12"
"NoError, ClearMem";"Gen4 Demo ? 1990 Dragons.";"1990 Dragons";"whdload";"0";"Gen4 Demo";"Gen4Demo";"192638";"G\Gen4Demo\Gen4Demo.Slave";"4096";"G\Gen4Demo";"524288";"Gen4";"OCS/ECS";"";"";"Demo";"";"";"gen 4d emo 4 demo dragons";"Best";"2.00353";"Janeway Amiga Scene Demo Database";;;"Dragons";;"Demo";"Gen 4 Demo Competition 90";;"6/90";"Gen4 Demo";;;"gen 4 demo gen4demo dragons gen4demodragons"
"NoError, Req68020, ReqAGA, ClearMem";"Gevalia ? 1994 Polka Brothers";"1994 Polka Brothers";"whdload";"0";"Gevalia";"Gevalia";"371504";"G\Gevalia\Gevalia.Slave";"4096";"G\Gevalia";"770048";"Gevalia";"AGA";"";"";"";"";"";"gevalia polka brothers";"Exact";"100";"Pouet";"amiga demo";"2nd";"Polka brothers";"g\gevalia-polka-brothers";"demo";"South Sealand Party 1994";"http://content.pouet.net/files/screenshots/00001/00001402.gif";"june 1994";"Gevalia";"Amiga AGA";"http://www.pouet.net/prod.php?which=1402";"gevalia gevalia polka brothers gevaliapolkabrothers"
"NoError, EmulTrap, ClearMem";"Gigademo 3 ? 1989 Triangle & The Gang.";"1989 Triangle & The Gang";"whdload";"0";"Gigademo 3";"GigaDemo3";"926367";"G\GigaDemo3\GigaDemo3.Slave";"0";"G\GigaDemo3";"524288";"Giga";"OCS/ECS";"";"";"Demo3";"";"";"giga demo 3 gigademo triangle the gang";"Best";"2.521038";"Pouet";"amiga demo";"3rd";"Triangle,The Gang";"g\gigademo-3-triangle-the-gang_#2";"demo";"Triangle - Amiga Lords party 1989";"http://content.pouet.net/files/screenshots/00014/00014495.jpg";"april 1989";"Gigademo 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14495";"gigademo 3 gigademo3 triangle the gang gigademo3trianglethegang"
"NoError, EmulTrap, ClearMem";"Gladiator Music ? 1990 Cryptoburners.";"1990 Cryptoburners";"whdload";"0";"Gladiator Music";"GladiatorMusic";"723087";"G\GladiatorMusic\GladiatorMusic.Slave";"0";"G\GladiatorMusic";"524288";"GladiatorMusic";"OCS/ECS";"";"";"";"";"";"gladiator music cryptoburners";"Exact";"100";"Pouet";"";"";"Cryptoburners";"g\gladiator-music-cryptoburners";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009167.png";"november 1990";"Gladiator music";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9167";"gladiator music gladiatormusic cryptoburners gladiatormusiccryptoburners"
"Disk, NoError";"Global Trash ? 1991 Silents DK.";"1991 Silents DK";"whdload";"0";"Global Trash";"GlobalTrash";"910308";"G\GlobalTrash\GlobalTrash.Slave";"4096";"G\GlobalTrash";"524288";"GlobalTrash";"OCS/ECS";"";"";"";"";"";"global trash silents dk";"Best";"2.790179";"Pouet";"amiga demo";"1st";"The Silents";"g\global-trash-the-silents";"demo";"Amiga Summit Convention 1991";"http://content.pouet.net/files/screenshots/00000/00000405.gif";"april 1991";"Global Trash";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=405";"global trash globaltrash the silents globaltrashthesilents"
"NoError, EmulPriv";"Gloom Party Invitation ? 1991 Gloom.";"1991 Gloom";"whdload";"0";"Gloom Party Invitation";"GloomPartyInvitation";"99524";"G\GloomPartyInvitation\GloomPartyInvitation.slave";"0";"G\GloomPartyInvitation";"516096";"GloomPartyInvitation";"OCS/ECS";"";"";"";"";"";"gloom party invitation";"Exact";"100";"Pouet";"";"";"Gloom";"g\gloom-party-invitation-gloom";"invitation";"";"http://content.pouet.net/files/screenshots/00054/00054505.png";"1991";"Gloom Party Invitation";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=54505";"gloom party invitation gloompartyinvitation gloom gloompartyinvitationgloom"
"NoError, Req68020, ReqAGA, ClearMem";"Glow ? 1996 The Black Lotus";"1996 The Black Lotus";"whdload";"0";"Glow";"GlowAGA";"2871502";"G\GlowAGA\GlowAGA.slave";"3399680";"G\GlowAGA";"1085440";"Glow";"AGA";"";"";"";"";"";"glow aga the black lotus";"Best";"3.478211";"Pouet";"amiga demo";"2nd";"The Black Lotus";"g\glow-the-black-lotus";"demo";"Icing 1996";"http://content.pouet.net/files/screenshots/00006/00006975.jpg";"may 1996";"Glow";"Amiga AGA";"http://www.pouet.net/prod.php?which=6975";"glow glow the black lotus glowtheblacklotus"
"NoError, Req68020, ReqAGA, ClearMem";"Goa ? 1996 The Black Lotus";"1996 The Black Lotus";"whdload";"0";"Goa";"GoaAGA";"3839506";"G\GoaAGA\GoaAGA.Slave";"3633152";"G\GoaAGA";"1761280";"Goa";"AGA";"";"";"";"";"";"goa aga the black lotus";"Best";"3.548131";"Pouet";"amiga demo";"3rd";"The Black Lotus";"g\goa-the-black-lotus";"demo";"Assembly 1996";"http://content.pouet.net/files/screenshots/00003/00003457.jpg";"august 1996";"goa";"Amiga AGA";"http://www.pouet.net/prod.php?which=3457";"goa goa the black lotus goatheblacklotus"
"NoError, EmulTrap, ClearMem";"Grapevine Megamix ? 1991 LSD.";"1991 LSD";"whdload";"0";"Grapevine Megamix";"GrapevineMegamix";"924768";"G\GrapevineMegamix\GrapevineMegamix.slave";"524288";"G\GrapevineMegamix";"524288";"GrapevineMegamix";"OCS/ECS";"";"";"";"";"";"grapevine megamix lsd";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"LSD";;"Musicdisk";"";;"11/91";"Grapevine Megamix";;;"grapevine megamix grapevinemegamix lsd grapevinemegamixlsd"
"NoError, EmulTrap, ClearMem";"Great Bytes in Fire 1992 Cyberiad.";"1992 Cyberiad";"whdload";"0";"Great Bytes in Fire";"GreatBytesInFire";"627378";"G\GreatBytesInFire\GreatBytesInFire.Slave";"0";"G\GreatBytesInFire";"524288";"GreatBytesInFire";"OCS/ECS";"";"";"";"";"";"great bytes in fire cyberiad";"Exact";"100";"Pouet";"amiga demo";"5th";"Cyberiad";"g\great-bytes-in-fire-cyberiad";"demo";"The Gathering 1992";"http://content.pouet.net/files/screenshots/00053/00053334.jpg";"1992";"Great Bytes In Fire";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=53334";"great bytes in fire greatbytesinfire cyberiad greatbytesinfirecyberiad"
"NoError, EmulTrap, ClearMem";"Greatest Hits ? 1990 Cult.";"1990 Cult";"whdload";"0";"Greatest Hits";"GreatestHits";"813215";"G\GreatestHits\GreatestHits.Slave";"0";"G\GreatestHits";"524288";"GreatestHits";"OCS/ECS";"";"";"";"";"";"greatest hits cult";"Exact";"100";"Pouet";"";"";"cult";"g\greatest-hits-cult";"musicdisk";"";"http://content.pouet.net/files/screenshots/00066/00066873.png";"may 1990";"Greatest Hits";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=66873";"greatest hits greatesthits cult greatesthitscult"
"NoError, EmulTrap, ClearMem";"Groovy ? 1993 Lemon.";"1993 Lemon.";"whdload";"0";"Groovy";"Groovy";"916632";"G\Groovy\Groovy.slave";"524288";"G\Groovy";"524288";"Groovy";"OCS/ECS";"";"";"";"";"";"groovy lemon";"Exact";"100";"Pouet";"amiga demo";"2nd";"Lemon.";"g\groovy-lemon";"demo";"Digital Symposium 1993";"http://content.pouet.net/files/screenshots/00000/00000412.gif";"november 1993";"Groovy!";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=412";"groovy groovy lemon groovylemon"
