"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords";"AssignName"
"Disk, NoError, EmulTrap";"4519391";"A\AbandonedPlacesDe\AbandonedPlacesDe.slave";"Abandoned Places ? 1992 ArtGame.";"0";"AbandonedPlacesDe";"";"";"1040384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AbandonedPlaces";"OCS/ECS";"De";"";"";"";"";"abandoned places";"Best";"2,096322";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=25";"25";"Commercial";"English";"5";"1 Only";"Abandoned Places: A Time for Heroes";"Electronic Zoo";"a\abandoned-places-a-time-for-heroes";"OCS";"Adventure - RPG 3D";"abandoned places a time for heroes abandonedplacesatimeforheroes 25 electronic zoo abandonedplacesatimeforheroes english";"A-Games"
"NoError, EmulPriv, Examine";"2455365";"A\ABCMondayNightFootball\ABCMondayNightFootball.slave";"ABC Monday Night Football ? 1991 Data East.";"0";"ABCMondayNightFootball";"ABC Monday Night Football";"1991 Data East";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"ABCMondayNightFootball";"OCS/ECS";"";"";"";"";"";"abcmonday night football abc monday";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=2142";"2142";"Commercial";"English";"3";"1 or 2, Simultaneous";"ABC Monday Night Football";"MVP Sports";"a\abc-monday-night-football";"OCS,ECS";"Sports - American Football";"abc monday night football abcmondaynightfootball 2142 mvp sports abcmondaynightfootball english";"A-Games"
"NoError, EmulPriv, Examine";"1178670";"A\Abracadabra\Abracadabra.Slave";"game called:";"0";"Abracadabra";"Abra cadabra & Baba Yaga";"1989 Coktel Vision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Abracadabra";"OCS/ECS";"";"";"";"";"";"abracadabra abra cadabra baba yaga";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1505";"1505";"Commercial";"English,German,French,Italian,Spanish";"2";"1 Only";"Abracadabra";"Coktel Vision";"a\abracadabra";"OCS,ECS";"Adventure - Miscellaneous";"abracadabra abracadabra 1505 coktel vision abracadabra english,german,french,italian,spanish";"A-Games"
"NoError, EmulTrap";"356900";"A\Academy\Academy.slave";"Academy by CRL Group/ComTek (c) 1988.";"0";"Academy";"Academy";"1988 CRL";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Academy";"OCS/ECS";"";"";"";"";"";"academy";"Exact";"N/A";"Open Amiga Game Database";"1988";"https://oagd.net/amiga/academy";"";"";"English";"";"1";"Academy";"CRL";"a\academy";"";"";"academy academy crl academy english";"A-Games"
"NoError, ClearMem";"567794";"A\AceBall\AceBall.Slave";"Ace Ball ? 1995 Tim Soft";"0";"AceBall";"Ace Ball (ECS)";"1995 Tim Soft";"630784";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AceBall";"OCS/ECS";"";"";"";"";"";"ace ball";"Exact";"N/A";"Open Amiga Game Database";"1995";"https://oagd.net/amiga/ace-ball";"";"";"Polish";"";"1 - 2 (2 simultaneous)";"Ace Ball";"Tim Soft";"a\ace-ball";"";"";"ace ball aceball tim soft aceball polish";"A-Games"
"NoError, ClearMem";"568394";"A\AceBallPl\AceBallPl.Slave";"Ace Ball ? 1995 Tim Soft";"0";"AceBallPl";"Ace Ball (ECS)";"1995 Tim Soft";"630784";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AceBall";"OCS/ECS";"Pl";"";"";"";"";"ace ball";"Exact";"N/A";"Open Amiga Game Database";"1995";"https://oagd.net/amiga/ace-ball";"";"";"Polish";"";"1 - 2 (2 simultaneous)";"Ace Ball";"Tim Soft";"a\ace-ball";"";"";"ace ball aceball tim soft aceball polish";"A-Games"
"NoError, EmulTrap, NoDivZero";"360614";"A\ActionFighter\ActionFighter.slave";"Action Fighter ? 1989 Sega/Firebird/Kixx.";"0";"ActionFighter";"Action Fighter";"1989 Sega/Firebird/Kixx";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"ActionFighter";"OCS/ECS";"";"";"";"";"";"action fighter";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=28";"28";"Commercial";"English";"1";"1 Only";"Action Fighter";"Firebird";"a\action-fighter";"OCS";"";"action fighter actionfighter 28 firebird actionfighter english";"A-Games"
"NoError, EmulTrap";"932194";"A\AddamsFamily\AddamsFamily.Slave";"Addams Family (c) 1992 Ocean - 1 disk.";"0";"AddamsFamily";"Addams Family";"1992 Ocean";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AddamsFamily";"OCS/ECS";"";"";"";"";"";"addams family";"Best";"2,302287";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=29";"29";"Commercial";"English,German,French";"1";"1 Only";"Addams Family, The";"Ocean";"a\addams-family-the";"OCS,ECS";"Platformer - Multi Screen";"addams family the addamsfamilythe 29 ocean addamsfamilythe english,german,french";"A-Games"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"918054";"A\Adrenalynn\Adrenalynn.Slave";"Adrenalynn ? 1991 Exponentia.";"0";"Adrenalynn";"Adrenalynn";"1991 Exponentia";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Adrenalynn";"OCS/ECS";"";"";"";"";"";"adrenalynn";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1513";"1513";"Commercial";"English";"1";"1 to 4";"Adrenalynn";"Loriciel";"a\adrenalynn";"OCS,ECS";"Sports - Miscellaneous";"adrenalynn adrenalynn 1513 loriciel adrenalynn english";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"562904";"A\AdvancedDestroyerSim\AdvancedDestroyerSim.Slave";"Advanced Destroyer Simulator ? 1991 Futura.";"0";"AdvancedDestroyerSim";"Advanced Destroyer Simulator";"1991 Futura";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AdvancedDestroyerSim";"OCS/ECS";"";"";"";"";"";"advanced destroyer sim simulator";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1514";"1514";"Commercial";"English";"1";"1 Only";"Advanced Destroyer Simulator";"US Gold";"a\advanced-destroyer-simulator";"OCS,ECS";"Simulation - Marine";"advanced destroyer simulator advanceddestroyersimulator 1514 us gold advanceddestroyersimulator english";"A-Games"
"NoError, EmulTrap";"817900";"A\AdvancedSkiSimulator\AdvancedSkiSimulator.slave";"Advanced Ski Simulator ? 199? Code Masters.";"0";"AdvancedSkiSimulator";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AdvancedSkiSimulator";"OCS/ECS";"";"";"";"";"";"advanced ski simulator";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=31";"31";"Commercial";"English";"1";"1 or 2, Simultaneous";"Advanced Ski Simulator";"Codemasters";"a\advanced-ski-simulator";"OCS";"Sports - Skiing";"advanced ski simulator advancedskisimulator 31 codemasters advancedskisimulator english";"A-Games"
"NoError, Req68020";"814655";"A\AdvantageTennis\AdvantageTennis.slave";"";"0";"AdvantageTennis";"Advantage Tennis";"1991 Infogrames";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AdvantageTennis";"OCS/ECS";"";"";"";"";"";"advantage tennis";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=32";"32";"Commercial";"English,German,French";"1";"";"Advantage Tennis";"Infogrames";"a\advantage-tennis";"OCS,ECS";"Sports - Tennis";"advantage tennis advantagetennis 32 infogrames advantagetennis english,german,french";"A-Games"
"NoError, EmulPriv, Examine";"912277";"A\AdventureConstructionSet\AdventureConstructionSet.slave";"Adventure Construction Set ? 1986 Electronic Arts";"0";"AdventureConstructionSet";"Adventure Construction Set";"1986 Electronic Arts";"786432";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AdventureConstructionSet";"OCS/ECS";"";"";"";"";"";"adventure construction set";"Exact";"100";"Lemon Amiga";"1986";"http://www.lemonamiga.com/games/details.php?id=2134";"2134";"Commercial";"English";"1";"1 Only";"Adventure Construction Set";"Electronic Arts";"a\adventure-construction-set";"OCS";"Adventure - Construction Kit";"adventure construction set adventureconstructionset 2134 electronic arts adventureconstructionset english";"A-Games"
"NoError, EmulPriv, Examine";"503629";"A\AdventuresOfGenlockHolmes\AdventuresOfGenlockHolmes.Slave";"The Adventures of Genlock Holmes ? 1990 MicroEd, Inc.";"0";"AdventuresOfGenlockHolmes";"The Adventures of Genlock Holmes";"1990 MicroEd, Inc.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AdventuresOfGenlockHolmes";"OCS/ECS";"";"";"";"";"";"adventures of genlock holmes the";"Exact";"N/A";"Open Amiga Game Database";"";"https://oagd.net/game/2d221df4-18fd-42f2-97b5-1ba3ba6179d9";"";"";"";"";"";"The Adventures of Genlock Holmes";"";"t\the-adventures-of-genlock-holmes";"";"";"the adventures of genlock holmes theadventuresofgenlockholmes theadventuresofgenlockholmes";"A-Games"
"NoError";"578771";"A\AdventuresOfQuik&Silva\AdventuresOfQuik&Silva.Slave";"Quik & Silva (c) 1991 New Bits on the Ram - 1 disk.";"0";"AdventuresOfQuik&Silva";"The Adventures of Quik & Silva";"1991 New Bits on the Ram";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AdventuresOfQuik&Silva";"OCS/ECS";"";"";"";"";"";"adventures of quik silva the";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=33";"33";"Commercial";"English";"1";"1 or 2";"Adventures of Quik & Silva, The";"New Bits on the RAM";"a\adventures-of-quik-silva-the";"OCS,ECS";"Platformer - Scrolling Screen";"adventures of quik silva the adventuresofquiksilvathe 33 new bits on the ram adventuresofquiksilvathe english";"A-Games"
"NoError, EmulTrap";"964482";"A\AdventuresOfRobinHood\AdventuresOfRobinHood.slave";"Adventures of Robin Hood by Millennium (c) 1991 - 1 disk.";"0";"AdventuresOfRobinHood";"Adventures of Robin Hood";"1991 Millenium";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AdventuresOfRobinHood";"OCS/ECS";"";"";"";"";"";"adventures of robin hood";"Best";"2,194867";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=35";"35";"Commercial";"English,German,French,Italian";"1";"1 Only";"Adventures of Robin Hood, The";"Millennium";"a\adventures-of-robin-hood-the";"OCS,ECS";"Adventure - Isometric 3D";"adventures of robin hood the adventuresofrobinhoodthe 35 millennium adventuresofrobinhoodthe english,german,french,italian";"A-Games"
"NoError, EmulPriv, Examine";"9878788";"A\AdventuresOfWillyBeamish\AdventuresOfWillyBeamish.Slave";"The Adventures Of Willy Beamish ? 1992 Dynamix";"0";"AdventuresOfWillyBeamish";"The Adventures of Willy Beamish";"1992 Dynamix";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AdventuresOfWillyBeamish";"OCS/ECS";"";"";"";"";"";"adventures of willy beamish the";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=36";"36";"Commercial";"English";"12";"1 Only";"Adventures of Willy Beamish, The";"Dynamix";"a\adventures-of-willy-beamish-the";"OCS,ECS";"Adventure - Point and Click";"adventures of willy beamish the adventuresofwillybeamishthe 36 dynamix adventuresofwillybeamishthe english";"A-Games"
"NoError, EmulPriv, Examine";"421221";"A\AfricanRaiders01\AfricanRaiders01.Slave";"African Raiders-01 ? 1989 Tomahawk.";"0";"AfricanRaiders01";"African Raiders-01";"1989 Tomahawk";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AfricanRaiders01";"OCS/ECS";"";"";"";"";"";"african raiders 01";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1517";"1517";"Commercial";"English";"1";"1 Only";"African Raiders-01";"Coktel Vision";"a\african-raiders-01";"OCS";"Racing - Cars";"african raiders 01 africanraiders01 1517 coktel vision africanraiders01 english";"A-Games"
"Disk, NoError, EmulTrap, NoDivZero";"1364489";"A\AfterBurnerActivision\AfterBurnerActivision.Slave";"";"0";"AfterBurnerActivision";"After Burner";"1988 Sega Enterprises Ltd.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AfterBurnerActivision";"OCS/ECS";"";"";"";"";"";"after burner activision";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=37";"37";"Commercial";"English";"1";"1 Only";"Afterburner";"Activision";"a\afterburner";"OCS";"";"afterburner afterburner 37 activision afterburner english";"A-Games"
"NoError, EmulTrap, ClearMem";"910179";"A\AfterBurnerSega\AfterBurnerSega.Slave";"After Burner 2 ? 1989 Sega.";"0";"AfterBurnerSega";"After Burner 2";"1989 Sega";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AfterBurnerSega";"OCS/ECS";"";"";"";"";"";"after burner sega 2";"Exact";"N/A";"Open Amiga Game Database";"1989";"https://oagd.net/amiga/after-burner-sega";"";"";"English";"";"1";"After Burner [Sega]";"Sega";"a\after-burner-sega";"";"";"after burner sega afterburnersega sega afterburnersega english";"A-Games"
"NoError, EmulTrap, NoKbd";"913501";"A\AfterTheWar\AfterTheWar.Slave";"After The War by Dinamic (c) 1989 - 1 disk.";"0";"AfterTheWar";"After The War";"1989 Dinamic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AfterTheWar";"OCS/ECS";"";"";"";"";"";"after the war";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1481";"1481";"Commercial";"English";"1";"1 Only";"After the War";"Dinamic Software";"a\after-the-war";"OCS";"";"after the war afterthewar 1481 dinamic software afterthewar english";"A-Games"
"NoError, EmulPriv, Examine";"1119594";"A\AGE\AGE.Slave";"AGE ? 1991 Coktel Vision.";"0";"AGE";"AGE ";"1991 Coktel Vision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AGE";"OCS/ECS";"";"";"";"";"";"advanced galactic empire";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1373";"1373";"Commercial";"English,German,French,Italian,Spanish";"2";"1 Only";"Advanced Galactic Empire";"Coktel Vision";"a\advanced-galactic-empire";"OCS,ECS";"Adventure - Miscellaneous";"advanced galactic empire advancedgalacticempire 1373 coktel vision advancedgalacticempire english,german,french,italian,spanish";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"2578555";"A\Agony\Agony.Slave";"Agony ? 1992 Psygnosis.";"0";"Agony";"Agony";"1992 Psygnosis & Art And Magic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Agony";"OCS/ECS";"";"";"";"";"";"agony";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=40";"40";"Commercial";"English";"3";"1 Only";"Agony";"Psygnosis";"a\agony";"OCS,ECS";"";"agony agony 40 psygnosis agony english";"A-Games"
"Disk, NoError, ClearMem";"922644";"A\AgonyDemo\AgonyDemo.slave";"Agony Demo ? 1991 Psygnosis (1 disk)";"0";"AgonyDemo";"Agony Demo";"1991 Psygnosis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Agony";"OCS/ECS";"";"";"Demo";"";"";"agony";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=40";"40";"Commercial";"English";"3";"1 Only";"Agony";"Psygnosis";"a\agony";"OCS,ECS";"";"agony agony 40 psygnosis agony english";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"2579765";"A\AgonyNTSC\AgonyNTSC.Slave";"Agony ? 1992 Psygnosis.";"0";"AgonyNTSC";"Agony";"1992 Psygnosis & Art And Magic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Agony";"OCS/ECS";"";"";"";"NTSC";"";"agony";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=40";"40";"Commercial";"English";"3";"1 Only";"Agony";"Psygnosis";"a\agony";"OCS,ECS";"";"agony agony 40 psygnosis agony english";"A-Games"
"NoError, Req68020";"2229210";"A\AigleDOrFr\IntroFr.slave";"Golden Eagle (C)1991 Loriciel.";"0";"AigleDOrFr";"Golden Eagle Intro";"1991 Loriciel";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AigleDOr";"OCS/ECS";"Fr";"";"";"";"";"laigle dor le retour";"Exact";"N/A";"Open Amiga Game Database";"1991";"https://oagd.net/amiga/laigle-dor-le-retour";"";"";"French";"";"1";"L'Aigle d'or : le Retour";"Loriciel";"l\laigle-dor-le-retour";"";"";"laigle dor le retour laigledorleretour loriciel laigledorleretour french";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"2229210";"A\AigleDOrFr\AigleDOrFr.slave";"Golden Eagle (C)1991 Loriciel.";"0";"AigleDOrFr";"Golden Eagle/Aigle D or Le retour";"1991 Loriciel";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AigleDOr";"OCS/ECS";"Fr";"";"";"";"";"laigle dor le retour";"Exact";"N/A";"Open Amiga Game Database";"1991";"https://oagd.net/amiga/laigle-dor-le-retour";"";"";"French";"";"1";"L'Aigle d'or : le Retour";"Loriciel";"l\laigle-dor-le-retour";"";"";"laigle dor le retour laigledorleretour loriciel laigledorleretour french";"A-Games"
"Disk, NoError, EmulTrap";"825310";"A\Airball\Airball.Slave";"Airball ? 1987-89 Microdeal.";"0";"Airball";"Airball";"1987-89 Microdeal";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Airball";"OCS/ECS";"";"";"";"";"";"airball";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1482";"1482";"Commercial";"English";"1";"1 Only";"Airball";"Microdeal";"a\airball";"OCS";"Adventure - Miscellaneous";"airball airball 1482 microdeal airball english";"A-Games"
"NoError, EmulTrap, ClearMem";"800294";"A\AirborneRanger\AirborneRanger.slave";"Airborne Ranger ? 1989 Microprose.";"0";"AirborneRanger";"Airborne Ranger";"1989 Microprose";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AirborneRanger";"OCS/ECS";"";"";"";"";"";"airborne ranger";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=42";"42";"Commercial";"English";"1";"1 Only";"Airborne Ranger";"MicroProse Software";"a\airborne-ranger";"OCS";"";"airborne ranger airborneranger 42 micro prose software airborneranger english";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"1933132";"A\AirSupport\AirSupport.Slave";"Air Support ? 1992 Psygnosis";"0";"AirSupport";"Air Support";"1992 Psygnosis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AirSupport";"OCS/ECS";"";"";"";"";"";"air support";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=41";"41";"Commercial";"English";"2";"1 Only";"Air Support";"Psygnosis";"a\air-support";"OCS,ECS";"Simulation - Space";"air support airsupport 41 psygnosis airsupport english";"A-Games"
"NoError, EmulTrap, ClearMem";"2353509";"A\Akira\Akira.Slave";"Akira ? 1994 Ice - 3 disks";"0";"Akira";"Akira";"1994 Ice";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Akira";"OCS/ECS";"";"";"";"";"";"akira";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=52";"52";"Commercial";"English";"3";"1 Only";"Akira";"ICE";"a\akira";"OCS,ECS";"Platformer - Scrolling Screen";"akira akira 52 ice akira english";"A-Games"
"NoError, EmulTrap, ClearMem";"1835534";"A\Alcatraz\Alcatraz.Slave";"Alcatraz ? 1992 Infogrames.";"0";"Alcatraz";"Alcatraz";"1992 Infogrames";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Alcatraz";"OCS/ECS";"";"";"";"";"";"alcatraz";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=53";"53";"Commercial";"English";"2";"1 or 2, Simultaneous";"Alcatraz";"Infogrames";"a\alcatraz";"OCS";"";"alcatraz alcatraz 53 infogrames alcatraz english";"A-Games"
"NoError, ClearMem";"357375";"A\AlchemyDemo\AlchemyDemo.Slave";"Alchemy demo ? 1994 Psygnosis";"0";"AlchemyDemo";"Alchemy demo";"1994 Psygnosis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Alchemy";"OCS/ECS";"";"";"Demo";"";"";"alchemy";"Exact";"100";"Custom Games";"1994";"http://hol.abime.net/5890";"";"";"English";"1";"1";"Alchemy";"Psygnosis ";"";"ECS/OCS";"Platform, Scrolling - Multi Directional";"alchemy alchemy psygnosis alchemy english";"A-Games"
"NoError, EmulTrap";"612551";"A\AlfredChicken\AlfredChicken.Slave";"Alfred Chicken (c) 1993 Twilight/Mindscape - 1 disk.";"0";"AlfredChicken";"Alfred Chicken";"1993 Twilight/Mindscape";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AlfredChicken";"OCS/ECS";"";"";"";"";"";"alfred chicken";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=223";"223";"Commercial";"English";"2";"1 Only";"Alfred Chicken";"Mindscape";"a\alfred-chicken-aga";"AGA";"Platformer - Scrolling Screen";"alfred chicken alfredchicken 223 mindscape alfredchicken english";"A-Games"
"NoError, EmulTrap, NoKbd, ClearMem";"372468";"A\Alianator\Alianator.Slave";"Alianator ? 1991 P.S.";"0";"Alianator";"Alianator";"1991 P.S. ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Alianator";"OCS/ECS";"";"";"";"";"";"alianator";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1609";"1609";"Coverdisk";"English";"1";"1 Only";"Alianator";"Amiga Fun";"a\alianator";"OCS,ECS";"";"alianator alianator 1609 amiga fun alianator english";"A-Games"
"Disk, NoError";"1822172";"A\Alien3\Alien3.Slave";"Alien III ? 1992 Virgin";"0";"Alien3";"Alien III";"1992 Virgin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Alien3";"OCS/ECS";"";"";"";"";"";"alien 3";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=54";"54";"Commercial";"English";"2";"1 Only";"Alien³";"Virgin Interactive";"a\alien3";"OCS,ECS";"";"alien 3 alien3 54 virgin interactive alien3 english";"A-Games"
"NoError, EmulTrap, ClearMem";"272136";"A\AlienBash\AlienBash.Slave";"Alien Bash (c) 1993 Glen Cumming & Stuart Law - 1";"0";"AlienBash";"Alien Bash";"1993 Glen Cumming & Stuart Law";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AlienBash";"OCS/ECS";"";"";"";"";"";"alien bash";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=3172";"3172";"Coverdisk";"English";"1";"1 Only";"Alien Bash";"The One Amiga";"a\alien-bash";"OCS,ECS";"";"alien bash alienbash 3172 the one amiga alienbash english";"A-Games"
"NoError, EmulTrap";"1063152";"A\AlienBash2\AlienBash2.slave";"Alien Bash 2 by Glen Cumming/Myles Jeffery (c) 1995 - 1 disk.";"0";"AlienBash2";"Alien Bash 2";"1995 Glen Cumming/Myles Jeffery";"720896";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AlienBash2";"OCS/ECS";"";"";"";"";"";"alien bash 2";"Exact";"100";"Lemon Amiga";"1996";"http://www.lemonamiga.com/games/details.php?id=2499";"2499";"Coverdisk";"English";"1";"1 Only";"Alien Bash 2";"Amiga Format";"a\alien-bash-2";"OCS,ECS";"";"alien bash 2 alienbash2 2499 amiga format alienbash2 english";"A-Games"
"NoError, EmulTrap, NoKbd";"1840708";"A\AlienBreed\AlienBreed.Slave";"Alien Breed ? 1991 Team 17.";"0";"AlienBreed";"Alien Breed";"1991 Team 17";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AlienBreed";"OCS/ECS";"";"";"";"";"";"alien breed";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=55";"55";"Commercial";"English";"3";"1 or 2, Simultaneous";"Alien Breed";"Team 17";"a\alien-breed";"OCS,ECS";"";"alien breed alienbreed 55 team 17 alienbreed english";"A-Games"
"Disk, NoError, EmulTrap, NoKbd";"2973698";"A\AlienBreed2\AlienBreed2.Slave";"Alien Breed 2 - The Horror Continues ? 1993 Team 17.";"0";"AlienBreed2";"Alien Breed 2 ECS";"1993 Team 17";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"AlienBreed2";"OCS/ECS";"";"";"";"";"";"alien breed 2";"Best";"1,570609";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=2158";"2158";"Commercial";"English";"3";"1 or 2, Simultaneous";"Alien Breed II: The Horror Continues";"Team 17";"a\alien-breed-ii-the-horror-continues-aga";"AGA";"";"alien breed 2 the horror continues alienbreed2thehorrorcontinues 2158 team 17 alienbreediithehorrorcontinues english";"A-Games"
