"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"NoError, EmulTrap, ClearMem";"Det Kniber ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"Det Kniber";"DetKniber";"418479";"D\DetKniber\DetKniber.slave";"0";"D\DetKniber";"524288";"DetKniber";"OCS/ECS";"";"";"";"";"";"det kniber rebels";"Exact";"100";"det-kniber-rebels";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\det-kniber-rebels\screen.png";"det-kniber-rebels"
"Disk, NoError";"Devil's Key (MD4) ? 1990 Alcatraz (3 disks)";"1990 Alcatraz";"whdload";"0";"Devil";"DevilsKey";"2716379";"D\DevilsKey\DevilsKey.slave";"0";"D\DevilsKey";"524288";"DevilsKey";"OCS/ECS";"";"";"";"";"";"devils key devil alcatraz";"Best";"2.940377";"megademo-4-devils-key-alcatraz";"C:\Work\First Realize\amiga-demo-database\jasdd\m\megademo-4-devils-key-alcatraz\screen_001.PNG";"megademo-4-devils-key-alcatraz"
"NoError, EmulTrap, ClearMem";"Difficult To Cure ? 1995 Analog.";"1995 Analog";"whdload";"0";"Difficult To Cure";"DifficultToCure";"906860";"D\DifficultToCure\DifficultToCure.Slave";"0";"D\DifficultToCure";"1048576";"DifficultToCure";"OCS/ECS";"";"";"";"";"";"difficult to cure analog";"Exact";"100";"difficult-to-cure-analog";"C:\Work\First Realize\amiga-demo-database\jasdd\d\difficult-to-cure-analog\screen_001.png";"difficult-to-cure-analog"
"NoError, EmulTrap, ClearMem";"Diggy Piggys ? 1990 Channel 42 & Silents.";"1990 Channel 42 & Silents";"whdload";"0";"Diggy Piggys Slideshow";"DiggyPiggys";"1630982";"D\DiggyPiggys\DiggyPiggys.Slave";"0";"D\DiggyPiggys";"524288";"DiggyPiggys";"OCS/ECS";"";"";"";"";"";"diggy piggys slideshow channel 42 silents";"Best";"5.771447";"slideshow-diggy-piggys-channel-42";"C:\Work\First Realize\amiga-demo-database\jasdd\s\slideshow-diggy-piggys-channel-42\screen_001.png";"slideshow-diggy-piggys-channel-42"
"NoError, EmulTrap, ClearMem";"Digital Complexity ? 1992 Crass.";"1992 Crass";"whdload";"0";"Digital Complexity";"DigitalComplexityCrass";"417938";"D\DigitalComplexityCrass\DigitalComplexityCrass.Slave";"0";"D\DigitalComplexityCrass";"524288";"DigitalComplexityCrass";"OCS/ECS";"";"";"";"";"";"digital complexity crass";"Exact";"100";"digital-complexity-crass";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\digital-complexity-crass\screen.gif";"digital-complexity-crass"
"NoError, ClearMem";"Digital Concert #1 ? 1989 Flash Production";"1989 Flash Production";"whdload";"0";"Digital Concert #1";"DigitalConcert";"841010";"D\DigitalConcert\DigitalConcert.Slave";"4096";"D\DigitalConcert";"524288";"DigitalConcert";"OCS/ECS";"";"";"";"";"";"digital concert 1 flash production";"Exact";"100";"digital-concert-1-flash-production";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\digital-concert-1-flash-production\screen.jpg";"digital-concert-1-flash-production"
"NoError, ClearMem";"Digital Concert #2 ? 1989 Flash Production";"1989 Flash Production";"whdload";"0";"Digital Concert #2";"DigitalConcert2";"904446";"D\DigitalConcert2\DigitalConcert2.Slave";"4096";"D\DigitalConcert2";"524288";"DigitalConcert2";"OCS/ECS";"";"";"";"";"";"digital concert 2 flash production";"Exact";"100";"digital-concert-2-flash-production";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\digital-concert-2-flash-production\screen.jpg";"digital-concert-2-flash-production"
"NoError, ClearMem";"Digital Concert #3 ? 1990 Flash Production";"1990 Flash Production";"whdload";"0";"Digital Concert #3";"DigitalConcert3";"914404";"D\DigitalConcert3\DigitalConcert3.Slave";"4096";"D\DigitalConcert3";"524288";"DigitalConcert3";"OCS/ECS";"";"";"";"";"";"digital concert 3 flash production";"Exact";"100";"digital-concert-3-flash-production";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\digital-concert-3-flash-production\screen.png";"digital-concert-3-flash-production"
"NoError, NoKbd, ClearMem";"Digital Concert #4 ? 1990 Flash Production";"1990 Flash Production";"whdload";"0";"Digital Concert #4";"DigitalConcert4";"925007";"D\DigitalConcert4\DigitalConcert4.Slave";"4096";"D\DigitalConcert4";"524288";"DigitalConcert4";"OCS/ECS";"";"";"";"";"";"digital concert 4 flash production";"Exact";"100";"digital-concert-4-flash-production";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\digital-concert-4-flash-production\screen.jpg";"digital-concert-4-flash-production"
"NoError, ClearMem";"Digital Concert #5 ? 1990 Flash Production";"1990 Flash Production";"whdload";"0";"Digital Concert #5";"DigitalConcert5";"873938";"D\DigitalConcert5\DigitalConcert5.Slave";"4096";"D\DigitalConcert5";"524288";"DigitalConcert5";"OCS/ECS";"";"";"";"";"";"digital concert 5 flash production";"Exact";"100";"digital-concert-5-flash-production";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\digital-concert-5-flash-production\screen.png";"digital-concert-5-flash-production"
"NoError, ClearMem";"Digital Concert #6 ? 1991 Flash Production";"1991 Flash Production";"whdload";"0";"Digital Concert #6";"DigitalConcert6";"926268";"D\DigitalConcert6\DigitalConcert6.Slave";"4096";"D\DigitalConcert6";"524288";"DigitalConcert6";"OCS/ECS";"";"";"";"";"";"digital concert 6 flash production";"Exact";"100";"digital-concert-6-flash-production";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\digital-concert-6-flash-production\screen.jpg";"digital-concert-6-flash-production"
"Disk, NoError, EmulTrap";"Digital Innovation by Anarchy (c) 1991 - 1 disk.";"1991 Anarchy";"whdload";"0";"Digital Innovation";"DigitalInnovation";"906435";"D\DigitalInnovation\DigitalInnovation.slave";"0";"D\DigitalInnovation";"524288";"DigitalInnovation";"OCS/ECS";"";"";"";"";"";"digital innovation anarchy";"Exact";"100";"digital-innovation-anarchy";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\digital-innovation-anarchy\screen.gif";"digital-innovation-anarchy"
"NoError, EmulTrap, ClearMem";"Digital Music Art ? 1992 Wildfire.";"1992 Wildfire";"whdload";"0";"Digital Music Art";"DigitalMusicArt";"389333";"D\DigitalMusicArt\DigitalMusicArt.Slave";"0";"D\DigitalMusicArt";"524288";"DigitalMusicArt";"OCS/ECS";"";"";"";"";"";"digital music art wildfire";"Exact";"100";"digital-music-art-wildfire";"C:\Work\First Realize\amiga-demo-database\jasdd\d\digital-music-art-wildfire\screen_001.png";"digital-music-art-wildfire"
"NoError, EmulTrap, ClearMem";"Digital Noises ? 1991 Ram Jam.";"1991 Ram Jam";"whdload";"0";"Digital Noises";"DigitalNoises";"762411";"D\DigitalNoises\DigitalNoises.Slave";"0";"D\DigitalNoises";"524288";"DigitalNoises";"OCS/ECS";"";"";"";"";"";"digital noises ram jam";"Exact";"100";"digital-noises-ram-jam";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\digital-noises-ram-jam\screen.png";"digital-noises-ram-jam"
"NoError, EmulTrap, ClearMem";"Digital Sounds Volume 1 ? 1990 The Warfalcons.";"1990 Warfalcons";"whdload";"0";"Digital Sounds Volume 1";"DigitalSounds1";"926448";"D\DigitalSounds1\DigitalSounds1.Slave";"0";"D\DigitalSounds1";"524288";"DigitalSounds1";"OCS/ECS";"";"";"";"";"";"digital sounds 1 volume warfalcons";"Best";"3.941922";"digital-sounds-vol-1-the-warfalcons";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\digital-sounds-vol-1-the-warfalcons\screen.gif";"digital-sounds-vol-1-the-warfalcons"
"NoError, Req68020, ReqAGA, ClearMem";"Dirt ? 1994 Mystic - 1 disk";"1994 Mystic";"whdload";"0";"Dirt";"DirtAGA";"374854";"D\DirtAGA\DirtAGA.Slave";"4096";"D\DirtAGA";"786432";"Dirt";"AGA";"";"";"";"";"";"dirt aga mystic";"Best";"3.422554";"dirt-mystic";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\dirt-mystic\screen.jpg";"dirt-mystic"
"NoError, EmulTrap, ClearMem";"Disco Fever ? 1990 Ipec Elite.";"1990 Ipec Elite";"whdload";"0";"Disco Fever";"DiscoFever";"640968";"D\DiscoFever\DiscoFever.Slave";"0";"D\DiscoFever";"524288";"DiscoFever";"OCS/ECS";"";"";"";"";"";"disco fever ipec elite";"Exact";"100";"disco-fever-ipec-elite";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\disco-fever-ipec-elite\screen.png";"disco-fever-ipec-elite"
"NoError, EmulTrap, ClearMem";"Divine Inspiration ? 1991 Goldfire.";"1991 Goldfire";"whdload";"0";"Divine Inspiration";"DivineInspiration";"856659";"D\DivineInspiration\DivineInspiration.Slave";"0";"D\DivineInspiration";"524288";"DivineInspiration";"OCS/ECS";"";"";"";"";"";"divine inspiration goldfire";"Exact";"100";"divine-inspiration-goldfire";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\divine-inspiration-goldfire\screen.png";"divine-inspiration-goldfire"
"NoError, EmulTrap, ClearMem";"Dizzy Tunes ? 1992 Silents & Noiseless";"1992 Silents & Noiseless";"whdload";"0";"Dizzy Tunes";"DizzyTunes";"924701";"D\DizzyTunes\DizzyTunes.Slave";"4096";"D\DizzyTunes";"524288";"DizzyTunes";"OCS/ECS";"";"";"";"";"";"dizzy tunes silents noiseless";"Best";"7.137812";"dizzy-tunes-1-noiseless-the-silents";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\dizzy-tunes-1-noiseless-the-silents\screen.gif";"dizzy-tunes-1-noiseless-the-silents"
"NoError, EmulTrap, ClearMem";"Dizzy Tunes 2 ? 1994 Noiseless & Spaceballs.";"1994 Noiseless & Spaceballs";"whdload";"0";"Dizzy Tunes 2";"DizzyTunes2";"2746813";"D\DizzyTunes2\DizzyTunes2.Slave";"0";"D\DizzyTunes2";"1048576";"DizzyTunes2";"OCS/ECS";"";"";"";"";"";"dizzy tunes 2 noiseless spaceballs";"Best";"5.751331";"dizzy-tunes-2-spaceballs-noiseless";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\dizzy-tunes-2-spaceballs-noiseless\screen.gif";"dizzy-tunes-2-spaceballs-noiseless"
"NoError, EmulTrap, ReqAGA, ClearMem";"The Dog's Cogs ? 1995 Nerve Axis.";"1995 Nerve Axis";"whdload";"0";"The Dog";"DogsCogsAGA";"2112902";"D\DogsCogsAGA\DogsCogsAGA.Slave";"0";"D\DogsCogsAGA";"2097152";"DogsCogs";"AGA";"";"";"";"";"";"dogs cogs aga the dog nerve axis";"Best";"4.323225";"the-dogs-cogs-nerve-axis";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\the-dogs-cogs-nerve-axis\screen.png";"the-dogs-cogs-nerve-axis"
"NoError, EmulTrap, ClearMem";"Don Martin Music Disk ? 1990 Hypnosis.";"1990 Hypnosis";"whdload";"0";"Don Martin Music Disk";"DonMartinMusicDisk";"730120";"D\DonMartinMusicDisk\DonMartinMusicDisk.Slave";"0";"D\DonMartinMusicDisk";"524288";"DonMartinMusicDisk";"OCS/ECS";"";"";"";"";"";"don martin music disk hypnosis";"Best";"3.577896";"don-martin-hypnosis";"C:\Work\First Realize\amiga-demo-database\jasdd\d\don-martin-hypnosis\screen_001.png";"don-martin-hypnosis"
"NoError, EmulTrap, ClearMem";"Don't Panic ? 1992 LSD.";"1992 LSD";"whdload";"0";"Don";"DontPanic";"1253243";"D\DontPanic\DontPanic.Slave";"196608";"D\DontPanic";"524288";"DontPanic";"OCS/ECS";"";"";"";"";"";"dont panic don lsd";"Best";"3.006199";"dont-panic-lsd";"C:\Work\First Realize\amiga-demo-database\jasdd\d\dont-panic-lsd\screen_001.png";"dont-panic-lsd"
"NoError";"D.O.S. ? 1992 Andromeda - 1 disk";"1992 Andromeda";"whdload";"0";"D.O.S.";"DOS";"750165";"D\DOS\DOS.Slave";"0";"D\DOS";"524288";"DOS";"OCS/ECS";"";"";"";"";"";"dos andromeda";"Exact";"100";"dos-andromeda";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\dos-andromeda\screen.gif";"dos-andromeda"
"NoError, EmulTrap, ClearMem";"Do the Bartman ? 1991 FreeHand.";"1991 FreeHand";"whdload";"0";"Do The Bartman";"DoTheBartman";"452174";"D\DoTheBartman\DoTheBartman.Slave";"0";"D\DoTheBartman";"524288";"DoTheBartman";"OCS/ECS";"";"";"";"";"";"do the bartman free hand";"Exact";"100";"do-the-bartman-freehand";"C:\Work\First Realize\amiga-demo-database\jasdd\d\do-the-bartman-freehand\screen_001.png";"do-the-bartman-freehand"
"NoError, EmulTrap, ClearMem";"Double Intro ? 1991 Vega.";"1991 Vega";"whdload";"0";"Double Intro";"DoubleIntro";"108623";"D\DoubleIntro\DoubleIntro.Slave";"0";"D\DoubleIntro";"524288";"Double";"OCS/ECS";"";"";"";"Intro";"";"double intro part1 vega";"Best";"2.001913";"double-intro-part2-vega";"C:\Work\First Realize\amiga-demo-database\jasdd\d\double-intro-part2-vega\screen_001.png";"double-intro-part2-vega"
"NoError, EmulPriv, Examine";"demo called:";"19?? ALFA FORCE";"whdload";"0";"Dragon Lord demo";"DragonLord";"524646";"D\DragonLord\DragonLord.Slave";"786432";"D\DragonLord";"524288";"DragonLord";"OCS/ECS";"";"";"";"";"";"dragon lord alfaforce";"Exact";"100";"dragon-lord-alfaforce";"C:\Work\First Realize\amiga-demo-database\jasdd\d\dragon-lord-alfaforce\screen_001.png";"dragon-lord-alfaforce"
"NoError, EmulTrap, ClearMem";"Dream Tripping ? 1993 Digital";"1993 Digital";"whdload";"0";"Dream Tripping";"DreamTrippin";"1024099";"D\DreamTrippin\DreamTrippin.Slave";"4096";"D\DreamTrippin";"524288";"DreamTrippin";"OCS/ECS";"";"";"";"";"";"dream trippin tripping digital";"Best";"3.264144";"dream-tripping-digital";"C:\Work\First Realize\amiga-demo-database\jasdd\d\dream-tripping-digital\screen_001.PNG";"dream-tripping-digital"
"NoError, EmulTrap, ClearMem";"Drums and Reverbs ? 1992 Chryseis.";"1992 Chryseis";"whdload";"0";"Drums & Reverbs";"Drums&Reverbs";"1820226";"D\Drums&Reverbs\Drums&Reverbs.Slave";"0";"D\Drums&Reverbs";"524288";"Drums&Reverbs";"OCS/ECS";"";"";"";"";"";"drums reverbs chryseis";"Exact";"100";"drums-reverbs-chryseis";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\drums-reverbs-chryseis\screen.png";"drums-reverbs-chryseis"
"NoError";"";"1990 Paradox";"whdload";"0";"Drunk Desert Demo";"DrunkDesertDemo";"118217";"D\DrunkDesertDemo\DrunkDesertDemo.Slave";"0";"D\DrunkDesertDemo";"524288";"DrunkDesert";"OCS/ECS";"";"";"Demo";"";"";"drunk desert demo paradox";"Best";"5.812671";"the-drunk-desert-demo-paradox";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\the-drunk-desert-demo-paradox\screen.jpg";"the-drunk-desert-demo-paradox"
"NoError, EmulTrap, ClearMem";"Dynamo ? 1994 Orion.";"1994 Orion";"whdload";"0";"Dynamo";"Dynamo";"1821615";"D\Dynamo\Dynamo.Slave";"0";"D\Dynamo";"524288";"Dynamo";"OCS/ECS";"";"";"";"";"";"dynamo orion";"Exact";"100";"dynamo-orion";"C:\Work\First Realize\amiga-demo-database\jasdd\d\dynamo-orion\screen_001.png";"dynamo-orion"
"NoError, EmulTrap, ClearMem";"Dyspepsia ? 1993 Analogy.";"1993 Analogy";"whdload";"0";"Dyspepsia";"Dyspepsia";"919909";"D\Dyspepsia\Dyspepsia.Slave";"524288";"D\Dyspepsia";"524288";"Dyspepsia";"OCS/ECS";"";"";"";"";"";"dyspepsia analogy";"Exact";"100";"dyspepsia-analogy";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\d\dyspepsia-analogy\screen.jpg";"dyspepsia-analogy"
"NoError, EmulTrap, ClearMem";"Eargasm Tunes ? 1989 The Silents.";"1989 The Silents";"whdload";"0";"Eargasm Tunes";"EargasmTunes";"1386421";"E\EargasmTunes\EargasmTunes.Slave";"0";"E\EargasmTunes";"524288";"EargasmTunes";"OCS/ECS";"";"";"";"";"";"eargasm tunes the silents";"Exact";"100";"eargasm-tunes-the-silents";"C:\Work\First Realize\amiga-demo-database\jasdd\e\eargasm-tunes-the-silents\screen_001.png";"eargasm-tunes-the-silents"
"NoError, EmulTrap";"Earwig ? 1993 Infect.";"1993 Infect";"whdload";"0";"Earwig";"Earwig";"912315";"E\Earwig\Earwig.Slave";"524288";"E\Earwig";"524288";"Earwig";"OCS/ECS";"";"";"";"";"";"earwig infect";"Exact";"100";"earwig-infect";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\e\earwig-infect\screen.jpg";"earwig-infect"
"NoError, EmulTrap, ReqAGA, ClearMem";"E.C.E.S. Slideshow ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"ECES Slideshow";"ECESSlideshow";"919123";"E\ECESSlideshow\ECESSlideshow.slave";"0";"E\ECESSlideshow";"524288";"ECESSlideshow";"AGA";"";"";"";"";"";"ecesslideshow eces slideshow rebels";"Best";"2.795831";"eces-slideshow-rebels";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\e\eces-slideshow-rebels\screen.png";"eces-slideshow-rebels"
"NoError, ClearMem";"Ecliptica ?1992 TRSI";"1992 TRSI";"whdload";"0";"Ecliptica";"Ecliptica";"756019";"E\Ecliptica\Ecliptica.Slave";"454656";"E\Ecliptica";"1048576";"Ecliptica";"OCS/ECS";"";"";"";"";"";"ecliptica trsi";"Exact";"100";"ecliptica-trsi";"C:\Work\First Realize\amiga-demo-database\jasdd\e\ecliptica-trsi\screen_001.png";"ecliptica-trsi"
"NoError, EmulTrap, ClearMem";"Electric Sound 3 ? 1990 Goonies.";"1990 Goonies";"whdload";"0";"Electric Sound 3";"ElectricSound3";"921085";"E\ElectricSound3\ElectricSound3.Slave";"0";"E\ElectricSound3";"524288";"ElectricSound3";"OCS/ECS";"";"";"";"";"";"electric sound 3 goonies";"Best";"4.6121";"electric-sound-3-the-goonies-2041";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\e\electric-sound-3-the-goonies-2041\screen.png";"electric-sound-3-the-goonies-2041"
"NoError";"Electrons at work ? 1998 The Electronic Knights.";"1998 by TEK";"whdload";"0";"Electrons at work";"ElectronsAtWork";"910481";"E\ElectronsAtWork\ElectronsAtWork.Slave";"524288";"E\ElectronsAtWork";"524288";"ElectronsAtWork";"OCS/ECS";"";"";"";"";"";"electrons at work by tek";"Best";"2.658559";"electrons-at-work-the-electronic-knights";"C:\Work\First Realize\amiga-demo-database\jasdd\e\electrons-at-work-the-electronic-knights\screen_001.png";"electrons-at-work-the-electronic-knights"
"Disk, NoError, EmulTrap";"Elysium, ?1991 Sanity";"1991 Sanity";"whdload";"0";"-< E L Y S I U M >-";"Elysium";"301726";"E\Elysium\Elysium.Slave";"0";"E\Elysium";"589824";"Elysium";"OCS/ECS";"";"";"";"";"";"elysium 1 sanity";"Best";"4.983196";"elysium-sanity";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\e\elysium-sanity\screen.jpg";"elysium-sanity"
"NoError, EmulTrap, Req68020, ReqAGA, ClearMem";"Emptyhead ? 1993 (damn) Rednex.";"1993 Rednex";"whdload";"0";"Empty Head";"EmptyheadAGA";"922052";"E\EmptyheadAGA\EmptyheadAGA.Slave";"2138112";"E\EmptyheadAGA";"1069056";"Emptyhead";"AGA";"";"";"";"";"";"emptyhead aga empty head rednex";"Best";"1.886141";"emptyhead-rednex";"C:\Work\First Realize\amiga-demo-database\jasdd\e\emptyhead-rednex\screen_001.PNG";"emptyhead-rednex"
"NoError, EmulTrap, ClearMem";"End of Maloy ? 1990 The Silents.";"1990 The Silents";"whdload";"0";"End of Maloy";"EndOfMaloy";"411531";"E\EndOfMaloy\EndOfMaloy.Slave";"0";"E\EndOfMaloy";"524288";"EndOfMaloy";"OCS/ECS";"";"";"";"";"";"end of maloy the silents";"Exact";"100";"end-of-maloy-the-silents";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\e\end-of-maloy-the-silents\screen.jpg";"end-of-maloy-the-silents"
"NoError, EmulTrap, ClearMem";"End Of The Misery ? 1993 Sagazity";"1993 Sagazity";"whdload";"0";"End of the misery";"EndOfTheMisery";"1821735";"E\EndOfTheMisery\EndOfTheMisery.Slave";"524288";"E\EndOfTheMisery";"524288";"EndOfTheMisery";"OCS/ECS";"";"";"";"";"";"end of the misery sagazity";"Exact";"100";"end-of-the-misery-sagazity";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\e\end-of-the-misery-sagazity\screen.jpg";"end-of-the-misery-sagazity"
"NoError, Req68020, ReqAGA, ClearMem";"The Engine ? 1997 Ramses";"1997 Ramses";"whdload";"0";"The Engine";"EngineAGA";"4222835";"E\EngineAGA\EngineAGA.Slave";"6758400";"E\EngineAGA";"659456";"Engine";"AGA";"";"";"";"";"";"engine aga the ramses";"Best";"3.245982";"the-engine-ramses";"C:\Work\First Realize\amiga-demo-database\jasdd\t\the-engine-ramses\screen_001.png";"the-engine-ramses"
"Disk, NoError, EmulTrap";"Enigma, 1991 Phenomena (1 disk).";"";"whdload";"0";"";"Enigma";"910990";"E\Enigma\Enigma.slave";"";"E\Enigma";"524288";"Enigma";"OCS/ECS";"";"";"";"";"";"enigma phenomena";"Exact";"100";"enigma-phenomena";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\e\enigma-phenomena\screen.png";"enigma-phenomena"
"Disk, NoError, EmulTrap";"Enjoy The Silents ? 1992 TSL - 1 disk";"1992 The Silents";"whdload";"0";"Enjoy the Silents";"EnjoyTheSilents";"911720";"E\EnjoyTheSilents\EnjoyTheSilents.Slave";"0";"E\EnjoyTheSilents";"1048576";"EnjoyTheSilents";"OCS/ECS";"";"";"";"";"";"enjoy the silents";"Best";"3.712353";"enjoy-the-silents-the-silents";"C:\Work\First Realize\amiga-demo-database\jasdd\e\enjoy-the-silents-the-silents\screen_001.PNG";"enjoy-the-silents-the-silents"
"NoError, EmulTrap, ClearMem";"Epilepsia 1992 Amnesia.";"1992 Amnesia";"whdload";"0";"Epilepsia";"Epilepsia";"920325";"E\Epilepsia\Epilepsia.Slave";"524288";"E\Epilepsia";"524288";"Epilepsia";"OCS/ECS";"";"";"";"";"";"epilepsia amnesia";"Exact";"100";"epilepsia-amnesia";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\e\epilepsia-amnesia\screen.gif";"epilepsia-amnesia"
"NoError, EmulTrap, ClearMem";"Epilepsia 2 1992 Amnesia.";"1992 Amnesia";"whdload";"0";"Epilepsia 2";"Epilepsia2";"918413";"E\Epilepsia2\Epilepsia2.Slave";"0";"E\Epilepsia2";"524288";"Epilepsia2";"OCS/ECS";"";"";"";"";"";"epilepsia 2 amnesia";"Exact";"100";"epilepsia-2-amnesia";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\e\epilepsia-2-amnesia\screen.gif";"epilepsia-2-amnesia"
