"Year";"Url";"Id";"License";"Languages";"Disks";"Players";"Name";"Publisher";"Path";"Hardware";"Genre"
"1995";"http://www.lemonamiga.com/games/details.php?id=3712";"3712";"Commercial";"German";"8";"1 or 2";"Oldtimer: Erlebte Geschichte Teil II";"Max Design";"o\oldtimer-erlebte-geschichte-teil-ii-aga";"AGA,CD-ROM";"Strategy - Company"
"1996";"http://www.lemonamiga.com/games/details.php?id=3078";"3078";"Commercial";"Polish";"2";"1 to 4";"Olimpiada '96";"L.K. Avalon";"o\olimpiada-96";"OCS,ECS";"Sports - Multi-Event"
"1989";"http://www.lemonamiga.com/games/details.php?id=3307";"3307";"Commercial";"English,German,French,Italian,Spanish";"1";"1 Only";"Oliver & Company";"Coktel Vision";"o\oliver-company";"OCS";"Platformer - Multi Screen"
"1998";"http://www.lemonamiga.com/games/details.php?id=2354";"2354";"Commercial";"English";;"1 or 2, Simultaneous";"OloFight";"The Real Ologram";"o\olofight-aga";"AGA,CD-ROM";
"1990";"http://www.lemonamiga.com/games/details.php?id=3545";"3545";"Commercial";"English";"2";"1 Only";"Olympus";"Olympian Software";"o\olympus";"OCS";"Adventure - Miscellaneous"
"1992";"http://www.lemonamiga.com/games/details.php?id=3512";"3512";"Commercial";"English";"1";"1 to 4";"Omar Sharif's Bridge";"CP Software";"o\omar-sharifs-bridge";"OCS,ECS";"Cards - Bridge"
"1990";"http://www.lemonamiga.com/games/details.php?id=796";"796";"Commercial";"English";"1";"1 Only";"Omega";"Origin Systems";"o\omega";"OCS";"Strategy - War"
"1989";"http://www.lemonamiga.com/games/details.php?id=798";"798";"Commercial";"English";"2";"1 or 2, Simultaneous";"Omni-Play Basketball";"Mindscape";"o\omni-play-basketball";"OCS";"Sports - Basketball"
"1989";"http://www.lemonamiga.com/games/details.php?id=799";"799";"Commercial";"English";"3";"1 to 4";"Omni-Play Horse Racing";"Mindscape";"o\omni-play-horse-racing";"OCS";"Gambling - Racing"
"1990";"http://www.lemonamiga.com/games/details.php?id=797";"797";"Commercial";"English";"2";"1 Only";"Omnicron Conspiracy";"Image Works";"o\omnicron-conspiracy";"OCS";"Adventure - Miscellaneous"
"1994";"http://www.lemonamiga.com/games/details.php?id=3703";"3703";"Commercial";"English";"5";"1 to 4";"On the Ball";"Sports";"o\on-the-ball";"OCS,ECS";"Sports - Football/Soccer"
"1994";"http://www.lemonamiga.com/games/details.php?id=1444";"1444";"Commercial";"English";"4";"1 to 4";"On the Ball";"Sports";"o\on-the-ball-aga";"AGA";"Sports - Football/Soccer"
"1994";"http://www.lemonamiga.com/games/details.php?id=3708";"3708";"Commercial";"English";"4";"1 to 4";"On the Ball League edidion";"Sports";"o\on-the-ball-league-edidion-aga";"ECS,AGA";"Sports - Football/Soccer"
"1994";"http://www.lemonamiga.com/games/details.php?id=3709";"3709";"Commercial";"English";"5";"1 to 4";"On the Ball Worldcup edition";"Sports";"o\on-the-ball-worldcup-edition-aga";"ECS,AGA";"Sports - Football/Soccer"
"1990";"http://www.lemonamiga.com/games/details.php?id=3311";"3311";"Commercial";"German";"2";"1 to 6";"On the Road";"Lifetimes";"o\on-the-road";"OCS";"Strategy - Company"
"1985";"http://www.lemonamiga.com/games/details.php?id=3258";"3258";"Commercial";"English";"1";"1 or 2, Simultaneous";"One on One";"Electronic Arts";"o\one-on-one";"OCS";"Sports - Basketball"
"1993";"http://www.lemonamiga.com/games/details.php?id=1777";"1777";"Commercial";"English";"2";"1 Only";"One Step Beyond featuring Colin Curly";"Ocean";"o\one-step-beyond-featuring-colin-curly";"OCS,ECS";"Brain - Puzzle"
"1997";"http://www.lemonamiga.com/games/details.php?id=1602";"1602";"Commercial";"English,German,French,Italian,Dutch,Danish,Finnish,Portuguese,Croatian,Brazilian,Serbian,Slovak,Swedish,Turkish";;"1 Only";"OnEscapee";"Sadeness Software";"o\onescapee-aga";"AGA,RTG,CD-ROM";"Adventure - Arcade 2D"
"1989";"http://www.lemonamiga.com/games/details.php?id=800";"800";"Commercial";"English";"1";"1 Only";"Onslaught";"Hewson";"o\onslaught";"OCS";"Platformer - Scrolling Screen"
"1990";"http://www.lemonamiga.com/games/details.php?id=801";"801";"Commercial";"English";"1";"1 or 2, Simultaneous";"Ooops Up";"Demonware";"o\ooops-up";"OCS,ECS";
"1995";"http://www.lemonamiga.com/games/details.php?id=2826";"2826";"Shareware";"English";;"1 or 2";"Ooze";"(unknown)";"o\ooze-aga";"AGA";"Brain - Logical"
"1989";"http://www.lemonamiga.com/games/details.php?id=802";"802";"Commercial";"English";"1";"1 Only";"Ooze: Creepy Nights";"Dragonware";"o\ooze-creepy-nights";"OCS";"Adventure - Graphics/Text"
;"http://www.lemonamiga.com/games/details.php?id=2975";"2975";"Coverdisk";"English";"1";"1 Only";"Operation GII";"Psygnosis";"o\operation-gii";"OCS,ECS";"Adventure - Arcade 3D"
"1990";"http://www.lemonamiga.com/games/details.php?id=2439";"2439";"Commercial";"English";"1";"1 Only";"Operation Harrier";"US Gold";"o\operation-harrier";"OCS";
"1991";"http://www.lemonamiga.com/games/details.php?id=2202";"2202";"Public Domain/Freeware";"English";"1";"1 Only";"Operation Lemming";"(unknown)";"o\operation-lemming";"OCS,ECS";
"1989";"http://www.lemonamiga.com/games/details.php?id=804";"804";"Commercial";"English";"1";"1 Only";"Operation Neptune";"Infogrames";"o\operation-neptune";"OCS";
"1990";"http://www.lemonamiga.com/games/details.php?id=2440";"2440";"Commercial";"English";"3";"1 Only";"Operation Stealth";"US Gold";"o\operation-stealth";"OCS";"Adventure - Point and Click"
"1989";"http://www.lemonamiga.com/games/details.php?id=1280";"1280";"Commercial";"English";"2";"1 or 2, Simultaneous";"Operation Thunderbolt";"Ocean";"o\operation-thunderbolt";"OCS";
"1988";"http://www.lemonamiga.com/games/details.php?id=803";"803";"Commercial";"English";"2";"1 Only";"Operation Wolf";"Ocean";"o\operation-wolf";"OCS";
"1991";"http://www.lemonamiga.com/games/details.php?id=2124";"2124";"Commercial";"English";"1";"1 Only";"Orbit 2000";"Byte Back";"o\orbit-2000";"OCS,ECS";
"1990";"http://www.lemonamiga.com/games/details.php?id=2984";"2984";"Commercial";"English";"1";"1 or 2, Simultaneous";"Oriental Games";"MicroStyle";"o\oriental-games";"OCS";"Sports - Fighting"
"1991";"http://www.lemonamiga.com/games/details.php?id=1778";"1778";"Commercial";"English";"2";"1 Only";"Ork";"Psygnosis";"o\ork";"OCS,ECS";
;"http://www.lemonamiga.com/games/details.php?id=1894";"1894";"Public Domain/Freeware";"English";"1";"1 Only";"Ork Attack: The Return";"(unknown)";"o\ork-attack-the-return";"OCS,ECS";"Arcade - Miscellaneous"
"1993";"http://www.lemonamiga.com/games/details.php?id=2143";"2143";"Commercial";"English";"3";"1 Only";"Oscar";"Flair Software";"o\oscar-aga";"AGA";"Platformer - Scrolling Screen"
"1993";"http://www.lemonamiga.com/games/details.php?id=805";"805";"Commercial";"English";"2";"1 Only";"Oscar";"Flair Software";"o\oscar";"OCS,ECS";"Platformer - Scrolling Screen"
"1993";"http://www.lemonamiga.com/games/details.php?id=3652";"3652";"Commercial";"English";"1";"1 Only";"Oscar";"Flair Software";"o\oscar-cd32";"CD32";"Platformer - Scrolling Screen"
"1993";"http://www.lemonamiga.com/games/details.php?id=2658";"2658";"Commercial";"English";"1";"1 to 3";"Osiris";"Boeder Software";"o\osiris";"OCS,ECS";"Brain - Puzzle"
"1988";"http://www.lemonamiga.com/games/details.php?id=2764";"2764";"Commercial";"Danish";"1";"1 Only";"OsWALD";"Starvision";"o\oswald";"OCS";"Platformer - Scrolling Screen"
"2016";"http://www.lemonamiga.com/games/details.php?id=3693";"3693";"Public Domain/Freeware";"English";"1";"1 or 2, Simultaneous";"Oubliette";"(unknown)";"o\oubliette";"OCS,ECS";"Arcade - Labyrinth/Maze"
"1991";"http://www.lemonamiga.com/games/details.php?id=2565";"2565";"Commercial";"English";"2";"1 Only";"Out of this World";"Interplay Productions";"o\out-of-this-world";"OCS,ECS";"Adventure - Arcade 2D"
"1989";"http://www.lemonamiga.com/games/details.php?id=807";"807";"Commercial";"English";"1";"1 Only";"Out Run";"US Gold";"o\out-run";"OCS";"Racing - Cars"
"1991";"http://www.lemonamiga.com/games/details.php?id=806";"806";"Commercial";"English";"2";"1 Only";"Out Run Europa";"US Gold";"o\out-run-europa";"OCS,ECS";"Racing - Miscellaneous"
"1991";"http://www.lemonamiga.com/games/details.php?id=2598";"2598";"Commercial";"English";"1";"1 Only";"Outzone";"Lankhor";"o\outzone";"OCS,ECS";
"1990";"http://www.lemonamiga.com/games/details.php?id=808";"808";"Commercial";"English";"1";"1 to 4, Simultaneous";"Over the Net";"Genias";"o\over-the-net";"OCS";"Sports - Volleyball"
"1993";"http://www.lemonamiga.com/games/details.php?id=809";"809";"Commercial";"English";"2";"1 Only";"Overdrive";"Team 17";"o\overdrive";"OCS,ECS";"Racing - Overhead"
"1993";"http://www.lemonamiga.com/games/details.php?id=3599";"3599";"Commercial";"English";"3";"1 Only";"Overdrive: Civil Defense Unit";"Infacto";"o\overdrive-civil-defense-unit";"OCS,ECS";
"1992";"http://www.lemonamiga.com/games/details.php?id=3651";"3651";"Commercial";"English";"1";"2";"Overkill";"Mindscape";"o\overkill-cd32";"CD32";
"1993";"http://www.lemonamiga.com/games/details.php?id=2099";"2099";"Commercial";"English";"2";"1 or 2";"Overkill";"Mindscape";"o\overkill-aga";"AGA";
"1989";"http://www.lemonamiga.com/games/details.php?id=810";"810";"Commercial";"English";"1";"1 Only";"Overlander";"Elite";"o\overlander";"OCS";"Racing - Cars"
"1994";"http://www.lemonamiga.com/games/details.php?id=811";"811";"Commercial";"English";"3";"1 Only";"Overlord";"Virgin Interactive";"o\overlord";"OCS,ECS";"Simulation - Flight"
"1990";"http://www.lemonamiga.com/games/details.php?id=2985";"2985";"Commercial";"English";"1";"1 or 2";"Overrun!";"Strategic Simulations, Inc.";"o\overrun";"OCS";"Strategy - War"
"1989";"http://www.lemonamiga.com/games/details.php?id=3079";"3079";"Commercial";"English";"1";"1 Only";"Oxxonian";"Rainbow Arts";"o\oxxonian";"OCS";"Arcade - Miscellaneous"
"1992";"http://www.lemonamiga.com/games/details.php?id=2763";"2763";"Commercial";"English,German,French";"1";"1 Only";"Oxyd";"Dongleware";"o\oxyd";"OCS,ECS";"Brain - Puzzle"
"1993";"http://www.lemonamiga.com/games/details.php?id=2027";"2027";"Commercial";"English,German,French";"1";"1 Only";"Oxyd Magnum!";"Dongleware";"o\oxyd-magnum";"OCS,ECS";"Brain - Puzzle"
"1988";"http://www.lemonamiga.com/games/details.php?id=859";"859";"Commercial";"English";"1";"1 or 2, Simultaneous";"P.O.W.";"Actionware";"p\pow";"OCS";
"1991";"http://www.lemonamiga.com/games/details.php?id=862";"862";"Commercial";"English";"1";"1 Only";"P.P. Hammer";"Demonware";"p\pp-hammer";"OCS,ECS";"Platformer - Scrolling Screen"
"1990";"http://www.lemonamiga.com/games/details.php?id=2775";"2775";"Commercial";"English";"1";"1 or 2, Simultaneous";"P47: The Freedom Fighter";"Firebird";"p\p47-the-freedom-fighter";"OCS";
"1989";"http://www.lemonamiga.com/games/details.php?id=812";"812";"Commercial";"English";"1";"1 or 2";"Pac-Land";"Quicksilva";"p\pac-land";"OCS";"Platformer - Scrolling Screen"
"1988";"http://www.lemonamiga.com/games/details.php?id=1205";"1205";"Commercial";"English";"1";"1 Only";"Pac-Mania";"Grandslam";"p\pac-mania";"OCS";"Arcade - Pac-Man"
"1987";"http://www.lemonamiga.com/games/details.php?id=2441";"2441";"Commercial";"English";"1";"1 Only";"Pacboy";"Softgang";"p\pacboy";"OCS";"Arcade - Pac-Man"
"1992";"http://www.lemonamiga.com/games/details.php?id=1583";"1583";"Commercial";"English";"2";"1 Only";"Pacific Islands";"Empire Software";"p\pacific-islands";"OCS,ECS";"Simulation - Tank"
"1996";"http://www.lemonamiga.com/games/details.php?id=2859";"2859";"Public Domain/Freeware";"English";"1";"1 or 2";"Pacman '96";"(unknown)";"p\pacman-96-aga";"AGA";"Arcade - Pac-Man"
"1993";"http://www.lemonamiga.com/games/details.php?id=3446";"3446";"Commercial";"English";"1";"1 Only";"Paint It";"Schatztruhe";"p\paint-it";"OCS,ECS";"Arcade - Miscellaneous"
"1989";"http://www.lemonamiga.com/games/details.php?id=2851";"2851";"Commercial";"English";"1";"1 Only";"Paladin";"Artronic Products";"p\paladin";"OCS";"Adventure - RPG 2D"
"1992";"http://www.lemonamiga.com/games/details.php?id=813";"813";"Commercial";"English,German,French";"2";"1 Only";"Paladin 2";"Impressions";"p\paladin-2";"OCS,ECS";"Adventure - RPG 2D"
"1988";"http://www.lemonamiga.com/games/details.php?id=814";"814";"Commercial";"English";"1";"1 Only";"Pandora";"Firebird";"p\pandora";"OCS";"Adventure - Miscellaneous"
"1990";"http://www.lemonamiga.com/games/details.php?id=815";"815";"Commercial";"English";"1";"1 or 2, Simultaneous";"Pang";"Ocean";"p\pang";"OCS,ECS";
"1990";"http://www.lemonamiga.com/games/details.php?id=3526";"3526";"Commercial";"English";"2";"1 Only";"Pango";"Proxxima Entertainment";"p\pango";"OCS";"Brain - Logical"
"1990";"http://www.lemonamiga.com/games/details.php?id=633";"633";"Commercial";"English";"2";"1 or 2, Simultaneous";"Panza Kick Boxing";"Loriciel";"p\panza-kick-boxing";"OCS";"Sports - Boxing"
"1991";"http://www.lemonamiga.com/games/details.php?id=3080";"3080";"Commercial";"English";"2";;"Panzer Battles";"Strategic Studies Group";"p\panzer-battles";"OCS,ECS";"Strategy - War"
"1989";"http://www.lemonamiga.com/games/details.php?id=817";"817";"Commercial";"English";"1";"1 Only";"Paperboy";"Elite";"p\paperboy";"OCS";"Arcade - Miscellaneous"
"1992";"http://www.lemonamiga.com/games/details.php?id=816";"816";"Commercial";"English";"1";"1 or 2";"Paperboy 2";"Mindscape";"p\paperboy-2";"OCS,ECS";"Arcade - Miscellaneous"
;"http://www.lemonamiga.com/games/details.php?id=3052";"3052";"Public Domain/Freeware";"English";"1";"1 or 2, Simultaneous";"Parachute Joust";"17 Bit Software";"p\parachute-joust";"OCS,ECS";"Arcade - Miscellaneous"
"1988";"http://www.lemonamiga.com/games/details.php?id=2902";"2902";"Commercial";"English";"1";"1 Only";"Paradox Effect, The";"ECP";"p\paradox-effect-the";"OCS";"Adventure - Text only"
"1990";"http://www.lemonamiga.com/games/details.php?id=818";"818";"Commercial";"English";"1";"1 Only";"Paradroid 90";"Hewson";"p\paradroid-90";"OCS";
"1991";"http://www.lemonamiga.com/games/details.php?id=2796";"2796";"Commercial";"English,German,French,Spanish";"1";"1 to 4";"Paragliding Simulation";"Loriciel";"p\paragliding-simulation";"OCS,ECS";"Sports - Miscellaneous"
"1991";"http://www.lemonamiga.com/games/details.php?id=3081";"3081";"Commercial";"English";"1";"1 Only";"Paramax";"Kingsoft";"p\paramax";"OCS,ECS";"Platformer - Scrolling Screen"
"1992";"http://www.lemonamiga.com/games/details.php?id=819";"819";"Commercial";"English";"1";"1 or 2, Simultaneous";"Parasol Stars: The Story of Rainbow Islands II";"Ocean";"p\parasol-stars-the-story-of-rainbow-islands-ii";"OCS,ECS";"Platformer - Scrolling Screen"
"1993";"http://www.lemonamiga.com/games/details.php?id=3527";"3527";"Shareware";"English";"1";"1 Only";"Parattack";"(unknown)";"p\parattack";"OCS,ECS";
"1990";"http://www.lemonamiga.com/games/details.php?id=3082";"3082";"Commercial";"English";"1";"1 Only";"Paris Dakar 1990";"Coktel Vision";"p\paris-dakar-1990";"OCS";"Racing - Cars"
;"http://www.lemonamiga.com/games/details.php?id=2853";"2853";"Public Domain/Freeware";"English";"1";"1 to 4";"Party Games";"(unknown)";"p\party-games";"OCS";"Educational - Sex"
"1988";"http://www.lemonamiga.com/games/details.php?id=820";"820";"Commercial";"English";"2";"1 Only";"Passengers on the Wind";"Infogrames";"p\passengers-on-the-wind";"OCS";"Adventure - Graphics/Text"
"1989";"http://www.lemonamiga.com/games/details.php?id=821";"821";"Commercial";"English";"1";"1 or 2, Simultaneous";"Passing Shot";"Image Works";"p\passing-shot";"OCS";"Sports - Tennis"
"1993";"http://www.lemonamiga.com/games/details.php?id=3324";"3324";"Commercial";"English";"1";"1 Only";"Patience I";"Schatztruhe";"p\patience-i";"OCS,ECS";"Cards - Solitaire"
"1993";"http://www.lemonamiga.com/games/details.php?id=822";"822";"Commercial";"English";"3";"1 to 4";"Patrician, The";"Ascon Software";"p\patrician-the";"OCS,ECS";"Strategy - Miscellaneous"
"1992";"http://www.lemonamiga.com/games/details.php?id=3316";"3316";"Commercial";"English";"3";"1 to 4";"Patrizier, Der";"Ascon Software";"p\patrizier-der";"OCS,ECS";"Strategy - Miscellaneous"
"1986";"http://www.lemonamiga.com/games/details.php?id=823";"823";"Commercial";"English";"1";"1 Only";"Pawn, The";"Rainbird";"p\pawn-the";"OCS";"Adventure - Graphics/Text"
"2001";"http://www.lemonamiga.com/games/details.php?id=2347";"2347";"Commercial";"English,German,French,Italian,Spanish,Serbian,Slovenian,Czech,Norwegian,Swedish";;"1 to 4, Simultaneous";"Payback";"Blittersoft";"p\payback-aga";"AGA,RTG,CD-ROM";"Arcade - Miscellaneous"
"1995";"http://www.lemonamiga.com/games/details.php?id=2906";"2906";"Commercial";"Polish";"3";"1 Only";"Pechowy Prezent";"Mirage";"p\pechowy-prezent";"OCS,ECS";"Adventure - Point and Click"
"1991";"http://www.lemonamiga.com/games/details.php?id=826";"826";"Commercial";"English";"2";"1 Only";"Pegasus";"Gremlin Graphics";"p\pegasus";"OCS,ECS";
"1994";"http://www.lemonamiga.com/games/details.php?id=2852";"2852";"Shareware";"English";"1";"1 or 2, Simultaneous";"Pengo";"(unknown)";"p\pengo";"OCS,ECS";"Arcade - Labyrinth/Maze"
"1995";"http://www.lemonamiga.com/games/details.php?id=3214";"3214";"Commercial";"English";"3";"1 Only";"Penguins";"The Software Business";"p\penguins-aga";"AGA";"Brain - Puzzle"
"1992";"http://www.lemonamiga.com/games/details.php?id=827";"827";"Commercial";"English";"1";"1 or 2";"Penthouse Hot Numbers";"Magic Bytes";"p\penthouse-hot-numbers";"OCS,ECS";"Brain - Puzzle"
"1994";"http://www.lemonamiga.com/games/details.php?id=1448";"1448";"Commercial";"English,German";"4";;"Penthouse Hot Numbers Deluxe";"Magic Bytes";"p\penthouse-hot-numbers-deluxe";"OCS,ECS";"Brain - Puzzle"
"1995";"http://www.lemonamiga.com/games/details.php?id=3163";"3163";"Commercial";"Polish";"2";"1 Only";"Pepe Srubokrecik";"Alderan";"p\pepe-srubokrecik";"OCS,ECS";"Platformer - Multi Screen"
"1991";"http://www.lemonamiga.com/games/details.php?id=3325";"3325";"Commercial";"English";"2";"1 Only";"Pepe's Garden";"Prisma Software";"p\pepes-garden";"OCS,ECS";"Educational - Children"
"1991";"http://www.lemonamiga.com/games/details.php?id=2442";"2442";"Promotional";"German";"1";"1 Only";"Pepsi: All Over the World";"Delta Konzept";"p\pepsi-all-over-the-world";"OCS,ECS";"Arcade - Miscellaneous"
"1991";"http://www.lemonamiga.com/games/details.php?id=1449";"1449";"Commercial";"English";"1";"1 or 2";"Perfect General, The";"Ubi Soft";"p\perfect-general-the";"OCS,ECS";"Strategy - War"
"1993";"http://www.lemonamiga.com/games/details.php?id=828";"828";"Commercial";"English";"4";"1 Only";"Perihelion: The Prophecy";"Psygnosis";"p\perihelion-the-prophecy";"OCS,ECS";"Adventure - RPG 3D"
"1997";"http://www.lemonamiga.com/games/details.php?id=3164";"3164";"Commercial";"Czech";"3";"1 Only";"Permonie";"Bohemia Game Software";"p\permonie";"OCS,ECS";"Platformer - Scrolling Screen"
"1987";"http://www.lemonamiga.com/games/details.php?id=3326";"3326";"Commercial";"English";"1";"1 Only";"Persecutors";"Softgang";"p\persecutors";"OCS";
"1989";"http://www.lemonamiga.com/games/details.php?id=829";"829";"Commercial";"English";"1";"1 Only";"Persian Gulf Inferno, The";"Innerprise";"p\persian-gulf-inferno-the";"OCS";
"1989";"http://www.lemonamiga.com/games/details.php?id=830";"830";"Commercial";"English";"3";"1 Only";"Personal Nightmare";"Horrorsoft";"p\personal-nightmare";"OCS";"Adventure - Click and Type"
"1988";"http://www.lemonamiga.com/games/details.php?id=1450";"1450";"Commercial";"English";"1";"1 or 2, Simultaneous";"Peter Beardsley's International Football";"Grandslam";"p\peter-beardsleys-international-football";"OCS";"Sports - Football/Soccer"
"1988";"http://www.lemonamiga.com/games/details.php?id=2661";"2661";"Commercial";"German";"1";"1 Only";"Peter Pan";"Coktel Vision";"p\peter-pan";"OCS";"Educational - Miscellaneous"
"1994";"http://www.lemonamiga.com/games/details.php?id=3083";"3083";"Commercial";"English";"1";"1 Only";"Peter Schmeichel Soccer";"Zeppelin Games";"p\peter-schmeichel-soccer";"OCS,ECS";"Sports - Football/Soccer"
"1994";"http://www.lemonamiga.com/games/details.php?id=1779";"1779";"Commercial";"English";"2";"1 to 4";"PGA European Tour";"Ocean";"p\pga-european-tour";"OCS,ECS";"Sports - Golf"
"1995";"http://www.lemonamiga.com/games/details.php?id=534";"534";"Commercial";"English";;"1 to 4";"PGA European Tour";"Ocean";"p\pga-european-tour-cd32";"CD32";"Sports - Golf"
"1994";"http://www.lemonamiga.com/games/details.php?id=1779";"1779";"Commercial";"English";"2";"1 to 4";"PGA European Tour";"Ocean";"p\pga-european-tour_#2";"OCS,ECS";"Sports - Golf"
"1991";"http://www.lemonamiga.com/games/details.php?id=831";"831";"Commercial";"English";"2";"1 to 4";"PGA Tour Golf";"Electronic Arts";"p\pga-tour-golf";"OCS,ECS";"Sports - Golf"
"1987";"http://www.lemonamiga.com/games/details.php?id=832";"832";"Commercial";"English";"1";"1 Only";"Phalanx";"Anco";"p\phalanx";"OCS";
"1987";"http://www.lemonamiga.com/games/details.php?id=2477";"2477";"Commercial";"English";"1";;"Phalanx II: The Return";"Kingsoft";"p\phalanx-ii-the-return";"OCS";
"1987";"http://www.lemonamiga.com/games/details.php?id=1785";"1785";"Commercial";"English";"1";"1 Only";"Phantasie";"Strategic Simulations, Inc.";"p\phantasie";"OCS";"Adventure - RPG 2D"
"1987";"http://www.lemonamiga.com/games/details.php?id=833";"833";"Commercial";"English";"1";"1 Only";"Phantasie III: The Wrath of Nikademus";"Strategic Simulations, Inc.";"p\phantasie-iii-the-wrath-of-nikademus";"OCS";"Adventure - RPG 2D"
"1988";"http://www.lemonamiga.com/games/details.php?id=3084";"3084";"Commercial";"English";"1";"1 Only";"Phantom Fighter";"Martech";"p\phantom-fighter";"OCS";
"1989";"http://www.lemonamiga.com/games/details.php?id=834";"834";"Commercial";"English";"2";"1 Only";"Pharaoh";"Rainbow Arts";"p\pharaoh";"OCS";"Strategy - Miscellaneous"
"1990";"http://www.lemonamiga.com/games/details.php?id=2631";"2631";"Public Domain/Freeware";"English";"1";"1 Only";"Pharaoh's Curse, The";"(unknown)";"p\pharaohs-curse-the";"OCS";"Platformer - Multi Screen"
"1989";"http://www.lemonamiga.com/games/details.php?id=835";"835";"Commercial";"English";"1";"1 or 2";"Phobia";"Image Works";"p\phobia";"OCS";
"1990";"http://www.lemonamiga.com/games/details.php?id=2443";"2443";"Commercial";"English";"1";"1 or 2";"Photon Storm";"Arc Developments";"p\photon-storm";"OCS";
"1994";"http://www.lemonamiga.com/games/details.php?id=2028";"2028";"Public Domain/Freeware";"English";"1";"1 Only";"Phuk the World";"(unknown)";"p\phuk-the-world";"OCS,ECS";"Platformer - Multi Screen"
"1990";"http://www.lemonamiga.com/games/details.php?id=836";"836";"Commercial";"English";"1";"1 or 2";"Pick 'n Pile";"Ubi Soft";"p\pick-n-pile";"OCS";"Brain - Puzzle"
"1994";"http://www.lemonamiga.com/games/details.php?id=2808";"2808";"Licenceware";"English";"1";"1 Only";"Pick n' Stick";"F1 Licenceware";"p\pick-n-stick";"OCS,ECS";"Educational - Children"
"1989";"http://www.lemonamiga.com/games/details.php?id=1451";"1451";"Commercial";"English";"1";;"Pictionary: The Game of Quick Draw";"Domark";"p\pictionary-the-game-of-quick-draw";"OCS";"Gambling - Miscellaneous"
"1994";"http://www.lemonamiga.com/games/details.php?id=669";"669";"Commercial";"English";;"1 or 2";"Pierre Le Chef is... Out to Lunch";"Mindscape";"p\pierre-le-chef-is-out-to-lunch-cd32";"CD32";"Platformer - Scrolling Screen"
"1994";"http://www.lemonamiga.com/games/details.php?id=2516";"2516";"Commercial";"English";"2";"1 or 2";"Pierre Le Chef is... Out to Lunch";"Mindscape";"p\pierre-le-chef-is-out-to-lunch-aga";"AGA";"Platformer - Scrolling Screen"
"1997";"http://www.lemonamiga.com/games/details.php?id=2147";"2147";"Commercial";"English";;"1 Only";"Pinball Brain Damage";"APC&TCP";"p\pinball-brain-damage-aga";"AGA,CD-ROM";"Arcade - Pinball"
"1992";"http://www.lemonamiga.com/games/details.php?id=837";"837";"Commercial";"English";"2";"1 to 8";"Pinball Dreams";"21st Century Entertainment";"p\pinball-dreams";"OCS,ECS";"Arcade - Pinball"
"1993";"http://www.lemonamiga.com/games/details.php?id=517";"517";"Commercial";"English";;"1 to 8";"Pinball Fantasies";"21st Century Entertainment";"p\pinball-fantasies-cd32";"CD32";"Arcade - Pinball"
"1993";"http://www.lemonamiga.com/games/details.php?id=2135";"2135";"Commercial";"English";"4";"1 to 8";"Pinball Fantasies";"21st Century Entertainment";"p\pinball-fantasies-aga";"AGA";"Arcade - Pinball"
"1992";"http://www.lemonamiga.com/games/details.php?id=824";"824";"Commercial";"English";"4";"1 to 8";"Pinball Fantasies";"21st Century Entertainment";"p\pinball-fantasies";"OCS,ECS";"Arcade - Pinball"
"1996";"http://www.lemonamiga.com/games/details.php?id=2136";"2136";"Commercial";"English";"4";"1 to 5";"Pinball Hazard";"Mirage";"p\pinball-hazard";"OCS,ECS";"Arcade - Pinball"
"1995";"http://www.lemonamiga.com/games/details.php?id=1452";"1452";"Commercial";"English";"4";"1 to 8";"Pinball Illusions";"21st Century Entertainment";"p\pinball-illusions-aga";"AGA";"Arcade - Pinball"
"1995";"http://www.lemonamiga.com/games/details.php?id=549";"549";"Commercial";"English";;"1 to 8";"Pinball Illusions";"21st Century Entertainment";"p\pinball-illusions-cd32";"CD32";"Arcade - Pinball"
"1990";"http://www.lemonamiga.com/games/details.php?id=839";"839";"Commercial";"English";"1";"1 or 2";"Pinball Magic";"Loriciel";"p\pinball-magic";"OCS";"Arcade - Pinball"
"1995";"http://www.lemonamiga.com/games/details.php?id=2137";"2137";"Commercial";"English";"3";"1 to 8";"Pinball Mania";"21st Century Entertainment";"p\pinball-mania-aga";"AGA";"Arcade - Pinball"
"1996";"http://www.lemonamiga.com/games/details.php?id=840";"840";"Commercial";"English";"4";;"Pinball Prelude";"Effigy Software";"p\pinball-prelude";"OCS,ECS";"Arcade - Pinball"
"1987";"http://www.lemonamiga.com/games/details.php?id=838";"838";"Commercial";"English";"1";"1 to 4";"Pinball Wizard";"Kingsoft";"p\pinball-wizard";"OCS";"Arcade - Pinball"
"1988";"http://www.lemonamiga.com/games/details.php?id=841";"841";"Commercial";"English";"1";"1 Only";"Pink Panther";"Magic Bytes";"p\pink-panther";"OCS";
"1995";"http://www.lemonamiga.com/games/details.php?id=842";"842";"Commercial";"English";"3";"1 Only";"Pinkie";"Millennium";"p\pinkie";"OCS,ECS";"Platformer - Scrolling Screen"
"1988";"http://www.lemonamiga.com/games/details.php?id=1795";"1795";"Commercial";"English";"1";"1 Only";"Pioneer Plague, The";"Mandarin";"p\pioneer-plague-the";"OCS";
"1989";"http://www.lemonamiga.com/games/details.php?id=843";"843";"Commercial";"English";"1";"1 or 2";"Pipe Dream";"Lucasfilm Games";"p\pipe-dream";"OCS";"Brain - Puzzle"
