Year;Url;Path;License;Disks;Players;Name;Publisher;Language;Hardware;Genre;_Query
1987;http://www.lemonamiga.com/games/details.php?id=2800;a\all-about-america;Commercial;2;1 or 2;All About America;Unicorn Software;English;OCS;Educational - Miscellaneous;All About America Unicorn Software
1992;http://www.lemonamiga.com/games/details.php?id=1530;a\all-american-tag-team-wrestling;Commercial;1;1 or 2, Simultaneous;All American Tag-Team Wrestling;Zeppelin Games;English;OCS,ECS;Sports - Wrestling;All American Tag-Team Wrestling Zeppelin Games
1989;http://www.lemonamiga.com/games/details.php?id=3700;a\all-dogs-go-to-heaven;Commercial;;1 Only;All dogs go to Heaven;Merit Software;English;OCS,ECS;Miscellaneous - (unknown);All dogs go to Heaven Merit Software
1995;http://www.lemonamiga.com/games/details.php?id=1181;a\all-new-world-of-lemmings-aga;Commercial;4;1 Only;All New World of Lemmings;Psygnosis;English;AGA;Arcade - Miscellaneous;All New World of Lemmings Psygnosis
1990;http://www.lemonamiga.com/games/details.php?id=74;a\all-points-bulletin;Commercial;1;1 Only;All Points Bulletin;Domark;English;OCS;Racing - Overhead;All Points Bulletin Domark
1993;http://www.lemonamiga.com/games/details.php?id=1528;a\allan-borders-cricket;Commercial;2;1 or 2, Simultaneous;Allan Border's Cricket;Audiogenic;English;OCS,ECS;Sports - Cricket;Allan Border's Cricket Audiogenic
1993;http://www.lemonamiga.com/games/details.php?id=1288;a\allo-allo-cartoon-fun;Commercial;2;1 or 2, Simultaneous;Allo Allo! Cartoon Fun!;Alternative Software;English;OCS,ECS;Platformer - Scrolling Screen;Allo Allo! Cartoon Fun! Alternative Software
1991;http://www.lemonamiga.com/games/details.php?id=63;a\alpha-waves;Commercial;1;1 Only;Alpha Waves;Infogrames;English,German,French,Italian,Spanish;OCS,ECS;Arcade - Miscellaneous;Alpha Waves Infogrames
1988;http://www.lemonamiga.com/games/details.php?id=2159;a\alpha-1;Commercial;1;1 Only;Alpha-1;ECP;English;OCS;;Alpha-1 ECP
1989;http://www.lemonamiga.com/games/details.php?id=64;a\altered-beast;Commercial;2;1 or 2, Simultaneous;Altered Beast;Activision;English;OCS;;Altered Beast Activision
1991;http://www.lemonamiga.com/games/details.php?id=65;a\altered-destiny;Commercial;6;1 Only;Altered Destiny;Accolade;English;OCS;Adventure - Animated Graphics/Text;Altered Destiny Accolade
1988;http://www.lemonamiga.com/games/details.php?id=66;a\alternate-reality-the-city;Commercial;1;1 Only;Alternate Reality: The City;Datasoft;English;OCS;Adventure - RPG 3D;Alternate Reality: The City Datasoft
1996;http://www.lemonamiga.com/games/details.php?id=3715;a\am-tank;Public Domain/Freeware;1;2 Only, Simultaneous;Am Tank;(unknown);English;OCS,ECS;Strategy - War;Am Tank (unknown)
1995;http://www.lemonamiga.com/games/details.php?id=3702;a\amazing-adventures-of-harry-haddock-the;Public Domain/Freeware;1;1 Only;Amazing adventures of Harry Haddock, The;(unknown);English;OCS,ECS;Platformer - Scrolling Screen;Amazing adventures of Harry Haddock, The (unknown)
1990;http://www.lemonamiga.com/games/details.php?id=67;a\amazing-spider-man-the;Commercial;1;1 Only;Amazing Spider-Man, The;ODE;English,German,French,Italian,Spanish;OCS;Platformer - Multi Screen;Amazing Spider-Man, The ODE
1994;http://www.lemonamiga.com/games/details.php?id=3701;a\ambassador-fruit-machine-2;Commercial;1;1 Only;Ambassador Fruit Machine 2;(unknown);English;OCS,ECS;Gambling - Slot Machine;Ambassador Fruit Machine 2 (unknown)
1991;http://www.lemonamiga.com/games/details.php?id=3475;a\amber;Coverdisk;1;1 to 5;Amber;Amiga Fun;German;OCS,ECS;Strategy - Miscellaneous;Amber Amiga Fun
1993;http://www.lemonamiga.com/games/details.php?id=1485;a\ambermoon;Commercial;9;1 Only;Ambermoon;Thalion;English;OCS,ECS;Adventure - RPG 2D;Ambermoon Thalion
1992;http://www.lemonamiga.com/games/details.php?id=68;a\amberstar;Commercial;3;1 Only;Amberstar;Thalion;English,German;OCS,ECS;Adventure - RPG 2D;Amberstar Thalion
1987;http://www.lemonamiga.com/games/details.php?id=69;a\amegas;Commercial;1;1 or 2;Amegas;Pandora Software;English;OCS;Arcade - Breakout/Pong;Amegas Pandora Software
1992;http://www.lemonamiga.com/games/details.php?id=70;a\american-gladiators;Commercial;3;1 to 16;American Gladiators;Gametek;English;OCS,ECS;Sports - Multi-Event;American Gladiators Gametek
1993;http://www.lemonamiga.com/games/details.php?id=1529;a\american-poker;Commercial;1;;American Poker;Mirage;English,Polish;OCS,ECS;Cards - Poker;American Poker Mirage
1994;http://www.lemonamiga.com/games/details.php?id=3231;a\ami-puzzle;Commercial;2;1 Only;Ami Puzzle;Mosquito;Polish;OCS,ECS;Brain - Puzzle;Ami Puzzle Mosquito
1993;http://www.lemonamiga.com/games/details.php?id=1967;a\amiga-cd-football-cd32;Commercial;;1 or 2, Simultaneous;Amiga CD Football;Commodore;English;CD32;Sports - American Football;Amiga CD Football Commodore
1987;http://www.lemonamiga.com/games/details.php?id=1486;a\amiga-karate;Commercial;1;1 or 2, Simultaneous;Amiga Karate;Eidersoft;English;OCS;Sports - Fighting;Amiga Karate Eidersoft
1988;http://www.lemonamiga.com/games/details.php?id=3405;a\amiga-poker;Commercial;1;1 Only;Amiga Poker;L&W Computer;German;OCS;Cards - Poker;Amiga Poker L&W Computer
1988;http://www.lemonamiga.com/games/details.php?id=1487;a\amiga-soccer;Commercial;1;1 to 4;Amiga Soccer;Microdeal;English;OCS;Sports - Football/Soccer;Amiga Soccer Microdeal
1993;http://www.lemonamiga.com/games/details.php?id=3606;a\amiganoid-v29c;Public Domain/Freeware;;1 Only;Amiganoid V2.9c;(unknown);English;OCS,ECS;Arcade - Breakout/Pong;Amiganoid V2.9c (unknown)
1991;http://www.lemonamiga.com/games/details.php?id=1217;a\amnios;Commercial;2;1 Only;Amnios;Psygnosis;English;OCS,ECS;;Amnios Psygnosis
1987;http://www.lemonamiga.com/games/details.php?id=3645;a\amoeba-invaders;Public Domain/Freeware;1;1 Only;Amoeba Invaders;(unknown);English;OCS,ECS;;Amoeba Invaders (unknown)
1988;http://www.lemonamiga.com/games/details.php?id=1822;a\amy-putt-classics-the;Commercial;1;1 to 4;Amy Putt Classics, The;DigiTek Software;English;OCS;Sports - Golf;Amy Putt Classics, The DigiTek Software
1991;http://www.lemonamiga.com/games/details.php?id=3487;a\amys-fun-2-3-adventure;Commercial;3;1 Only;Amy's Fun-2-3 Adventure!;Devasoft;English;OCS,ECS;Educational - Math;Amy's Fun-2-3 Adventure! Devasoft
1990;http://www.lemonamiga.com/games/details.php?id=71;a\anarchy;Commercial;1;1 Only;Anarchy;Psyclapse;English;OCS;;Anarchy Psyclapse
1988;http://www.lemonamiga.com/games/details.php?id=1531;a\anatomic-man;Commercial;1;1 Only;Anatomic Man;Accolade;English,French;OCS;;Anatomic Man Accolade
1993;http://www.lemonamiga.com/games/details.php?id=1488;a\ancient-art-of-war-in-the-skies-the;Commercial;4;1 Only;Ancient Art of War in the Skies, The;MicroProse Software;English;OCS,ECS;Strategy - War;Ancient Art of War in the Skies, The MicroProse Software
1991;http://www.lemonamiga.com/games/details.php?id=1533;a\ancient-games;Commercial;1;1 Only;Ancient Games;Energize;English;OCS,ECS;Sports - Multi-Event;Ancient Games Energize
1990;http://www.lemonamiga.com/games/details.php?id=2310;a\angel-nieto-pole-500;Commercial;1;1 or 2, Simultaneous;Angel Nieto Pole 500;Opera Soft;Spanish;OCS;Racing - Motorcycle;Angel Nieto Pole 500 Opera Soft
1995;http://www.lemonamiga.com/games/details.php?id=3639;a\angst;Shareware;4;1 Only;Angst;DEM Software;English;OCS,ECS;;Angst DEM Software
1986;http://www.lemonamiga.com/games/details.php?id=2828;a\animal-kingdom;Commercial;1;1 to 4;Animal Kingdom;Unicorn Software;English;OCS;Educational - Children;Animal Kingdom Unicorn Software
1988;http://www.lemonamiga.com/games/details.php?id=1534;a\annals-of-rome;Commercial;1;;Annals of Rome;Personal Software Services (PSS);English;OCS;Strategy - War;Annals of Rome Personal Software Services (PSS)
1991;http://www.lemonamiga.com/games/details.php?id=72;a\another-world;Commercial;2;1 Only;Another World;US Gold;English;OCS,ECS;Adventure - Arcade 2D;Another World US Gold
1994;http://www.lemonamiga.com/games/details.php?id=3710;a\anstoss-world-cup-edition-aga;Commercial;5;1 to 4;Anstoss World Cup edition;Sports;German;ECS,AGA;Sports - Football/Soccer;Anstoss World Cup edition Sports
1993;http://www.lemonamiga.com/games/details.php?id=3173;a\anstoss-die-fu-ball-manager-simulation;Commercial;5;1 to 4;Anstoss: Die Fu?ball-Manager-Simulation;Sports;German;OCS,ECS;Sports - Football/Soccer;Anstoss: Die Fu?ball-Manager-Simulation Sports
1990;http://www.lemonamiga.com/games/details.php?id=3488;a\answer-back-junior-quiz;Commercial;1;1 Only;Answer Back: Junior Quiz;Kosmos Software;English;OCS;Educational - Quiz;Answer Back: Junior Quiz Kosmos Software
1990;http://www.lemonamiga.com/games/details.php?id=3489;a\answer-back-senior-quiz;Commercial;1;1 Only;Answer Back: Senior Quiz;Kosmos Software;English;OCS;Educational - Quiz;Answer Back: Senior Quiz Kosmos Software
1990;http://www.lemonamiga.com/games/details.php?id=1535;a\antago;Commercial;1;1 or 2;Antago;Art of Dreams;English,French;OCS,ECS;Brain - Puzzle;Antago Art of Dreams
1990;http://www.lemonamiga.com/games/details.php?id=2289;a\antheads-it-came-from-the-desert-ii-data-disk;Commercial;2;1 Only;Antheads: It Came from the Desert II Data Disk;Cinemaware;English;OCS;Adventure - Miscellaneous;Antheads: It Came from the Desert II Data Disk Cinemaware
1989;http://www.lemonamiga.com/games/details.php?id=3143;a\antispyrel;Commercial;1;1 Only;Antispyrel;1001 Software Developments;English;OCS;Platformer - Multi Screen;Antispyrel 1001 Software Developments
1995;http://www.lemonamiga.com/games/details.php?id=2918;a\ants-the-masses-against-the-massive;Public Domain/Freeware;1;1 Only;Ants: The Masses Against the Massive;(unknown);English;OCS,ECS;Brain - Miscellaneous;Ants: The Masses Against the Massive (unknown)
1993;http://www.lemonamiga.com/games/details.php?id=1536;a\apache;Commercial;1;1 Only;Apache;Team 17;English;OCS,ECS;;Apache Team 17
1992;http://www.lemonamiga.com/games/details.php?id=73;a\apache-flight;Commercial;1;1 Only;Apache Flight;Atlantis Software;English;OCS,ECS;;Apache Flight Atlantis Software
2000;http://www.lemonamiga.com/games/details.php?id=3381;a\apano-sin;Commercial;6;1 Only;Apano Sin;V.A.K. Entertainment;English,German;OCS,ECS;;Apano Sin V.A.K. Entertainment
1992;http://www.lemonamiga.com/games/details.php?id=1191;a\apidya;Commercial;2;1 or 2, Simultaneous;Apidya;Blue Byte;English;OCS,ECS;;Apidya Blue Byte
1994;http://www.lemonamiga.com/games/details.php?id=75;a\apocalypse;Commercial;3;1 Only;Apocalypse;Virgin Interactive;English;OCS,ECS;;Apocalypse Virgin Interactive
1990;http://www.lemonamiga.com/games/details.php?id=76;a\apprentice;Commercial;1;1 Only;Apprentice;Rainbow Arts;English;OCS;Platformer - Scrolling Screen;Apprentice Rainbow Arts
1995;http://www.lemonamiga.com/games/details.php?id=2311;a\approach-trainer;Commercial;1;1 Only;Approach Trainer;Extender;English;OCS,ECS;Simulation - Flight;Approach Trainer Extender
2001;http://www.lemonamiga.com/games/details.php?id=2351;a\aqua-aga;Commercial;;1 Only;Aqua;Emerald Imaging;English;AGA,RTG,CD-ROM;Adventure - Point and Click;Aqua Emerald Imaging
1989;http://www.lemonamiga.com/games/details.php?id=2823;a\aquablast;Commercial;1;1 Only;Aquablast;Elite;English;OCS;Arcade - Miscellaneous;Aquablast Elite
1995;http://www.lemonamiga.com/games/details.php?id=3646;a\aquakon-aga;Commercial;3;1 Only;Aquakon;F1 Licenceware;English;AGA;;Aquakon F1 Licenceware
1989;http://www.lemonamiga.com/games/details.php?id=1375;a\aquanaut;Commercial;3;1 Only;Aquanaut;Addictive Games;English;OCS;Arcade - Miscellaneous;Aquanaut Addictive Games
1989;http://www.lemonamiga.com/games/details.php?id=1375;a\aquanaut_#2;Commercial;3;1 Only;Aquanaut;Addictive Games;English;OCS;Arcade - Miscellaneous;Aquanaut Addictive Games
1992;http://www.lemonamiga.com/games/details.php?id=77;a\aquatic-games-the-starring-james-pond-and-the-aquabats;Commercial;1;1 to 4;Aquatic Games, The: Starring James Pond and the Aquabats;Millennium;English;OCS,ECS;Sports - Multi-Event;Aquatic Games, The: Starring James Pond and the Aquabats Millennium
1992;http://www.lemonamiga.com/games/details.php?id=78;a\aquaventura;Commercial;2;1 Only;Aquaventura;Psygnosis;English;OCS,ECS;;Aquaventura Psygnosis
1993;http://www.lemonamiga.com/games/details.php?id=79;a\arabian-nights;Commercial;2;1 Only;Arabian Nights;Krisalis;English,German,French,Italian;OCS,ECS;Platformer - Scrolling Screen;Arabian Nights Krisalis
1993;http://www.lemonamiga.com/games/details.php?id=600;a\arabian-nights-cd32;Commercial;;1 Only;Arabian Nights;Buzz;English,German,French,Italian;CD32;Platformer - Scrolling Screen;Arabian Nights Buzz
1991;http://www.lemonamiga.com/games/details.php?id=80;a\arachnophobia;Commercial;2;1 Only;Arachnophobia;Titus Software;English;OCS,ECS;Arcade - Miscellaneous;Arachnophobia Titus Software
1987;http://www.lemonamiga.com/games/details.php?id=81;a\arazoks-tomb;Commercial;1;1 Only;Arazok's Tomb;Aegis;English;OCS;Adventure - Graphics/Text;Arazok's Tomb Aegis
1996;http://www.lemonamiga.com/games/details.php?id=2772;a\arcade-darts;Licenceware;1;1 or 2;Arcade Darts;F1 Licenceware;English;OCS,ECS;Sports - Darts;Arcade Darts F1 Licenceware
1992;http://www.lemonamiga.com/games/details.php?id=1537;a\arcade-fruit-machine;Commercial;1;1 Only;Arcade Fruit Machine;Zeppelin Games;English;OCS,ECS;Gambling - Slot Machine;Arcade Fruit Machine Zeppelin Games
1994;http://www.lemonamiga.com/games/details.php?id=520;a\arcade-pool-cd32;Commercial;;1 to 8;Arcade Pool;Team 17;English;CD32;Sports - Snooker/Pool;Arcade Pool Team 17
1994;http://www.lemonamiga.com/games/details.php?id=1538;a\arcade-pool-aga;Commercial;1;1 to 8;Arcade Pool;Team 17;English;ECS,AGA;Sports - Snooker/Pool;Arcade Pool Team 17
1995;http://www.lemonamiga.com/games/details.php?id=3177;a\arcade-snooker-aga;Coverdisk;1;1 or 2;Arcade Snooker;CU Amiga;English;AGA;Sports - Snooker/Pool;Arcade Snooker CU Amiga
1991;http://www.lemonamiga.com/games/details.php?id=2133;a\arcade-trivia-quiz;Commercial;1;1 to 3;Arcade Trivia Quiz;Zeppelin Games;English;OCS,ECS;Educational - Quiz;Arcade Trivia Quiz Zeppelin Games
1992;http://www.lemonamiga.com/games/details.php?id=82;a\archer-macleans-pool;Commercial;1;1 or 2;Archer Maclean's Pool;Virgin Games;English;OCS,ECS;Sports - Snooker/Pool;Archer Maclean's Pool Virgin Games
1989;http://www.lemonamiga.com/games/details.php?id=83;a\archipelagos;Commercial;1;1 Only;Archipelagos;Logotron;English;OCS;Miscellaneous - (unknown);Archipelagos Logotron
1988;http://www.lemonamiga.com/games/details.php?id=84;a\archon-ii-adept;Commercial;1;1 or 2, Simultaneous;Archon II: Adept;Electronic Arts;English;OCS;Board - Miscellaneous;Archon II: Adept Electronic Arts
1985;http://www.lemonamiga.com/games/details.php?id=1539;a\archon-the-light-and-the-dark;Commercial;1;1 or 2, Simultaneous;Archon: The Light and the Dark;Electronic Arts;English;OCS;Board - Miscellaneous;Archon: The Light and the Dark Electronic Arts
1986;http://www.lemonamiga.com/games/details.php?id=1489;a\arcticfox;Commercial;1;1 Only;Arcticfox;Electronic Arts;English;OCS;Simulation - Tank;Arcticfox Electronic Arts
1992;http://www.lemonamiga.com/games/details.php?id=1541;a\arena;Commercial;1;1 or 2;Arena;Defcom;English;OCS,ECS;;Arena Defcom
1986;http://www.lemonamiga.com/games/details.php?id=1542;a\arena_#2;Commercial;1;1 to 4;Arena;Psygnosis;English;OCS;Sports - Multi-Event;Arena Psygnosis
1992;http://www.lemonamiga.com/games/details.php?id=1540;a\arena-2000;Commercial;1;1 Only;Arena 2000;Data Becker;English;OCS,ECS;Brain - Puzzle;Arena 2000 Data Becker
;http://www.lemonamiga.com/games/details.php?id=2559;a\argonaut;Commercial;1;1 Only;Argonaut;(unknown);English;OCS,ECS;;Argonaut (unknown)
1995;http://www.lemonamiga.com/games/details.php?id=3449;a\argus;Public Domain/Freeware;1;1 Only;Argus;(unknown);English;OCS,ECS;;Argus (unknown)
1987;http://www.lemonamiga.com/games/details.php?id=85;a\arkanoid;Commercial;1;1 or 2;Arkanoid;Discovery Software;English;OCS;Arcade - Breakout/Pong;Arkanoid Discovery Software
1988;http://www.lemonamiga.com/games/details.php?id=86;a\arkanoid-revenge-of-doh;Commercial;1;1 or 2;Arkanoid: Revenge of Doh;Imagine;English;OCS;Arcade - Breakout/Pong;Arkanoid: Revenge of Doh Imagine
1989;http://www.lemonamiga.com/games/details.php?id=1543;a\armada;Commercial;1;1 or 2;Armada;Arc Developments;English;OCS;Strategy - War;Armada Arc Developments
1988;http://www.lemonamiga.com/games/details.php?id=87;a\armageddon-man-the;Commercial;1;1 Only;Armageddon Man, The;Martech;English;OCS;Strategy - War;Armageddon Man, The Martech
1991;http://www.lemonamiga.com/games/details.php?id=88;a\armalyte;Commercial;2;1 Only;Armalyte;Thalamus;English;OCS,ECS;;Armalyte Thalamus
1991;http://www.lemonamiga.com/games/details.php?id=89;a\armour-geddon;Commercial;3;1 Only;Armour-Geddon;Psygnosis;English;OCS,ECS;Strategy - War;Armour-Geddon Psygnosis
1994;http://www.lemonamiga.com/games/details.php?id=90;a\armour-geddon-ii-codename-hellfire;Commercial;3;1 or 2;Armour-Geddon II: Codename Hellfire;Psygnosis;English;OCS,ECS;Strategy - War;Armour-Geddon II: Codename Hellfire Psygnosis
1988;http://www.lemonamiga.com/games/details.php?id=91;a\army-moves;Commercial;1;1 Only;Army Moves;Imagine;English;OCS;;Army Moves Imagine
1991;http://www.lemonamiga.com/games/details.php?id=2312;a\arnhem-the-market-garden-operation;Commercial;1;1 to 3;Arnhem: The 'Market Garden' Operation;Cases Computer Simulations;English;OCS,ECS;Strategy - War;Arnhem: The 'Market Garden' Operation Cases Computer Simulations
1992;http://www.lemonamiga.com/games/details.php?id=92;a\arnie;Commercial;1;1 Only;Arnie;Zeppelin Games;English;OCS,ECS;;Arnie Zeppelin Games
1993;http://www.lemonamiga.com/games/details.php?id=1544;a\arnie-2;Commercial;1;1 Only;Arnie 2;Zeppelin Games;English;OCS,ECS;;Arnie 2 Zeppelin Games
1990;http://www.lemonamiga.com/games/details.php?id=2160;a\art-de-la-guerre-l;Commercial;1;1 Only;Art de la Guerre, L';Br?derbund;French;OCS;Strategy - War;Art de la Guerre, L' Br?derbund
1995;http://www.lemonamiga.com/games/details.php?id=3647;a\art-of-breaking-heads-the;Public Domain/Freeware;6;1 Only;Art of breaking heads, the;(unknown);English;OCS,ECS;;Art of breaking heads, the (unknown)
