"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords"
"NoError, EmulTrap, EmulPriv, ClearMem, Examine, EmulDivZero";"3D Construction Kit ? 1991 Domark";"1991 Domark";"whdload";"0";"3D Construction Kit";"3DConstructionKit";"542846";"0-9\3DConstructionKit\3DConstructionKit.Slave";"1310720";"0-9\3DConstructionKit";"524288";"3DConstructionKit";"OCS/ECS";"";"";"";"";"";"3d construction kit";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1497";"1497";"Commercial";"English,German,French,Italian";"1";"1 Only";"3D Construction Kit";"Domark";"0\3d-construction-kit";"OCS,ECS";"Adventure - Construction Kit";"3d construction kit 3dconstructionkit 1497 domark 3dconstructionkit english,german,french,italian"
"NoError, EmulTrap";"3D Galax (c) 1989 Gremlin - 1 disk.";"1989 Gremlin";"whdload";"0";"3D Galax";"3DGalax";"460385";"0-9\3DGalax\3DGalax.Slave";"4096";"0-9\3DGalax";"524288";"3DGalax";"OCS/ECS";"";"";"";"";"";"3d galax";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1498";"1498";"Commercial";"English";"1";"1 Only";"3D Galax";"Gremlin Graphics";"0\3d-galax";"OCS";"";"3d galax 3dgalax 1498 gremlin graphics 3dgalax english"
"NoError";"3D Pool (c) 1989 Aardvark Software/Firebird.";"1989 Aardvark Software/Firebird";"whdload";"0";"3D Pool";"3DPool";"481908";"0-9\3DPool\3DPool.Slave";"0";"0-9\3DPool";"524288";"3DPool";"OCS/ECS";"";"";"";"";"";"3d pool";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1287";"1287";"Commercial";"English";"1";"1 or 2";"3D Pool";"Firebird";"0\3d-pool";"OCS";"Sports - Snooker/Pool";"3d pool 3dpool 1287 firebird 3dpool english"
"NoError, ClearMem";"3D Pool (c) 1989 Aardvark Software/Firebird.";"1989 Aardvark Software/Firebird";"whdload";"0";"3D Pool (Pictures)";"3DPool";"481908";"0-9\3DPool\3DPictures.Slave";"4096";"0-9\3DPool";"528384";"3DPool";"OCS/ECS";"";"";"";"";"";"3d pool pictures";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1287";"1287";"Commercial";"English";"1";"1 or 2";"3D Pool";"Firebird";"0\3d-pool";"OCS";"Sports - Snooker/Pool";"3d pool 3dpool 1287 firebird 3dpool english"
"NoError, EmulTrap, EmulPriv, Examine";"3D World Soccer ? 1992 Simulmondo.";"1992 Simulmondo";"whdload";"0";"3D World Soccer";"3DWorldSoccer";"1565979";"0-9\3DWorldSoccer\3DWorldSoccer.Slave";"786432";"0-9\3DWorldSoccer";"524288";"3DWorldSoccer";"OCS/ECS";"";"";"";"";"";"3d world soccer";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1496";"1496";"Commercial";"English,German,French,Italian";"2";"";"3D World Soccer";"Simulmondo";"0\3d-world-soccer";"OCS,ECS";"Sports - Football/Soccer";"3d world soccer 3dworldsoccer 1496 simulmondo 3dworldsoccer english,german,french,italian"
"NoError, EmulPriv, Examine";"3D World Tennis ? 1992 Simulmondo.";"1992 Simulmondo";"whdload";"0";"3D World Tennis";"3DWorldTennis";"730208";"0-9\3DWorldTennis\3DWorldTennis.Slave";"786432";"0-9\3DWorldTennis";"524288";"3DWorldTennis";"OCS/ECS";"";"";"";"";"";"3d world tennis";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2130";"2130";"Commercial";"English,German,French,Italian";"1";"1 or 2, Simultaneous";"3D World Tennis";"Simulmondo";"0\3d-world-tennis";"OCS,ECS";"Sports - Tennis";"3d world tennis 3dworldtennis 2130 simulmondo 3dworldtennis english,german,french,italian"
"NoError, EmulPriv, Examine";"4D Sports Boxing ? 1991 Mindscape";"1991 Distinctive/Mindscape";"whdload";"0";"4D Sports Boxing";"4DSportsBoxing";"1126562";"0-9\4DSportsBoxing\4DSportsBoxing.Slave";"786432";"0-9\4DSportsBoxing";"524288";"4DSportsBoxing";"OCS/ECS";"";"";"";"";"";"4d sports boxing";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=10";"10";"Commercial";"English";"2";"1 or 2, Simultaneous";"4D Sports Boxing";"Mindscape";"0\4d-sports-boxing";"OCS,ECS";"Sports - Boxing";"4d sports boxing 4dsportsboxing 10 mindscape 4dsportsboxing english"
"NoError, EmulPriv, Examine";"4D Sports Driving ? 1992 Mindscape";"1992 Distinctive/Mindscape";"whdload";"0";"4D Sports Driving";"4DSportsDriving";"1258913";"0-9\4DSportsDriving\4DSportsDriving.Slave";"786432";"0-9\4DSportsDriving";"524288";"4DSportsDriving";"OCS/ECS";"";"";"";"";"";"4d sports driving";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=11";"11";"Commercial";"English";"2";"1 Only";"4D Sports Driving";"Mindscape";"0\4d-sports-driving";"OCS,ECS";"Racing - Cars";"4d sports driving 4dsportsdriving 11 mindscape 4dsportsdriving english"
"NoError, EmulPriv, Examine";"4D Sports Driving ? 1992 Mindscape";"1992 Distinctive/Mindscape";"whdload";"0";"4D Sports Driving";"4DSportsDriving&MstrTrcks";"1280583";"0-9\4DSportsDriving&MstrTrcks\4DSportsDriving&MstrTrcks.Slave";"786432";"0-9\4DSportsDriving&MstrTrcks";"524288";"4DSportsDriving";"OCS/ECS";"";"";"";"";"MstrTrcks";"4d sports driving";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=11";"11";"Commercial";"English";"2";"1 Only";"4D Sports Driving";"Mindscape";"0\4d-sports-driving";"OCS,ECS";"Racing - Cars";"4d sports driving 4dsportsdriving 11 mindscape 4dsportsdriving english"
"NoError, EmulPriv, Examine";"4th & Inches ? 1988 Accolade.";"1988 Accolade";"whdload";"0";"4th & Inches";"4th&Inches";"251010";"0-9\4th&Inches\4th&Inches.slave";"262144";"0-9\4th&Inches";"524288";"4th&Inches";"OCS/ECS";"";"";"";"";"";"4 th inches";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=12";"12";"Commercial";"English";"1";"1 or 2, Simultaneous";"4th & Inches";"Accolade";"0\4th-inches";"OCS";"Sports - American Football";"4 th inches 4thinches 12 accolade 4thinches english"
"EmulPriv, ClearMem, Examine";"";"1989 Epyx / U.S. Gold";"whdload";"0";"4x4 Off Road Racing";"4x4OffRoadRacing";"734821";"0-9\4x4OffRoadRacing\4x4OffRoadRacing.Slave";"262144";"0-9\4x4OffRoadRacing";"524288";"4x4OffRoadRacing";"OCS/ECS";"";"";"";"";"";"4 off road racing";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=13";"13";"Commercial";"English";"1";"1 Only";"4x4 Off-Road Racing";"Epyx";"0\4x4-off-road-racing";"OCS";"Racing - Cars";"4 x 4 off road racing 4x4offroadracing 13 epyx 4x4offroadracing english"
"NoError, EmulTrap";"5th Gear (c) 1988 Hewson - 1 disk.";"1988 Hewson";"whdload";"0";"5th Gear";"5thGear";"925429";"0-9\5thGear\5thGear.Slave";"0";"0-9\5thGear";"524288";"5thGear";"OCS/ECS";"";"";"";"";"";"5 th gear";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=14";"14";"Commercial";"English";"1";"1 Only";"5th Gear";"Hewson";"0\5th-gear";"OCS";"Racing - Miscellaneous";"5 th gear 5thgear 14 hewson 5thgear english"
"NoError, EmulPriv, Examine";"688 Attack Sub ? 1990 Electronic Arts";"1990 Electronic Arts";"whdload";"0";"688 Attack Sub";"688AttackSub";"820377";"0-9\688AttackSub\688AttackSub.slave";"393216";"0-9\688AttackSub";"524288";"688AttackSub";"OCS/ECS";"";"";"";"";"";"688 attack sub";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=17";"17";"Commercial";"English";"1";"1 Only";"688 Attack Sub";"Electronic Arts";"0\688-attack-sub";"OCS";"Simulation - Marine";"688 attack sub 688attacksub 17 electronic arts 688attacksub english"
"NoError, ClearMem";"7 Colors ? 1991 Infogrames";"1991 Infogrames";"whdload";"0";"7 Colors";"7Colors";"835860";"0-9\7Colors\7Colors.Slave";"4096";"0-9\7Colors";"458752";"7Colors";"OCS/ECS";"";"";"";"";"";"7 colors";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1500";"1500";"Commercial";"English,German,French,Italian,Spanish";"1";"1 or 2";"7 Colors";"Infogrames";"0\7-colors";"OCS,ECS";"Brain - Puzzle";"7 colors 7colors 1500 infogrames 7colors english,german,french,italian,spanish"
"NoError, EmulTrap, ClearMem";"9 Lives (c) 1990 ARC - 1 disk.";"1990 ARC";"whdload";"0";"9 Lives";"9Lives";"577648";"0-9\9Lives\9Lives.Slave";"0";"0-9\9Lives";"524288";"9Lives";"OCS/ECS";"";"";"";"";"";"9 lives";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=16";"16";"Commercial";"English";"1";"1 Only";"9 Lives";"Arc Developments";"0\9-lives";"OCS";"Platformer - Scrolling Screen";"9 lives 9lives 16 arc developments 9lives english"
"NoError, EmulPriv, Examine";"A10 Tank Killer ? 1989-1991 Dynamix.";"1989-1991 Dynamix";"whdload";"0";"A-10 Tank Killer";"A10TankKiller2Disk";"1341340";"A\A10TankKiller2Disk\A10TankKiller2Disk.Slave";"786432";"A\A10TankKiller2Disk";"524288";"A10TankKiller";"OCS/ECS";"";"";"";"2Disk";"";"10 tank killer";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=21";"21";"Commercial";"English";"2";"1 Only";"A-10 Tank Killer";"Dynamix";"a\a-10-tank-killer";"OCS,ECS";"Simulation - Flight";"a 10 tank killer a10tankkiller 21 dynamix a10tankkiller english"
"NoError, EmulPriv, Examine";"A10 Tank Killer ? 1989-1991 Dynamix.";"1989-1991 Dynamix";"whdload";"0";"A-10 Tank Killer";"A10TankKiller3Disk";"2341564";"A\A10TankKiller3Disk\A10TankKiller3Disk.Slave";"786432";"A\A10TankKiller3Disk";"524288";"A10TankKiller";"OCS/ECS";"";"";"";"3Disk";"";"10 tank killer";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=21";"21";"Commercial";"English";"2";"1 Only";"A-10 Tank Killer";"Dynamix";"a\a-10-tank-killer";"OCS,ECS";"Simulation - Flight";"a 10 tank killer a10tankkiller 21 dynamix a10tankkiller english"
"NoError, EmulTrap, NoDivZero, ClearMem";"Aaargh! ? 1987 Arcadia Systems.";"1987 Arcadia systems";"whdload";"0";"Aaargh!";"Aaargh";"844595";"A\Aaargh\Aaargh.Slave";"524288";"A\Aaargh";"524288";"Aaargh";"OCS/ECS";"";"";"";"";"";"aaargh";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=24";"24";"Commercial";"English";"1";"1 or 2, Simultaneous";"Aaargh!";"Melbourne House";"a\aaargh";"OCS";"Arcade - Miscellaneous";"aaargh aaargh 24 melbourne house aaargh english"
"NoError, EmulTrap";"Arcadia Systems version of Aaargh! game";"1987 Arcadia Systems";"whdload";"0";"Aaargh! (Arcadia)";"Aaargh!Arcadia";"1588203";"A\Aaargh!Arcadia\Aaargh!Arcadia.Slave";"1589248";"A\Aaargh!Arcadia";"524288";"Aaargh!Arcadia";"OCS/ECS";"";"";"";"";"";"aaargh arcadia";"Best";"1.196303";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=24";"24";"Commercial";"English";"1";"1 or 2, Simultaneous";"Aaargh!";"Melbourne House";"a\aaargh";"OCS";"Arcade - Miscellaneous";"aaargh aaargh 24 melbourne house aaargh english"
"Disk, NoError, EmulTrap";"Abandoned Places ? 1992 ArtGame.";"";"whdload";"0";"";"AbandonedPlaces";"4519401";"A\AbandonedPlaces\AbandonedPlaces.slave";"";"A\AbandonedPlaces";"1040384";"AbandonedPlaces";"OCS/ECS";"";"";"";"";"";"abandoned places a time for heroes";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=25";"25";"Commercial";"English";"5";"1 Only";"Abandoned Places: A Time for Heroes";"Electronic Zoo";"a\abandoned-places-a-time-for-heroes";"OCS";"Adventure - RPG 3D";"abandoned places a time for heroes abandonedplacesatimeforheroes 25 electronic zoo abandonedplacesatimeforheroes english"
"NoError, EmulTrap, EmulPriv, Examine";"Abandoned Places 2 ? 1993 ICE Ltd.";"1993 ICE Ltd";"whdload";"0";"Abandoned Places 2";"AbandonedPlaces2";"3339108";"A\AbandonedPlaces2\AbandonedPlaces2.Slave";"786432";"A\AbandonedPlaces2";"1044480";"AbandonedPlaces2";"OCS/ECS";"";"";"";"";"";"abandoned places 2";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=26";"26";"Commercial";"English,German";"5";"1 Only";"Abandoned Places 2";"ICE";"a\abandoned-places-2";"OCS";"Adventure - RPG 3D";"abandoned places 2 abandonedplaces2 26 ice abandonedplaces2 english,german"
"Disk, NoError, EmulTrap";"Abandoned Places ? 1992 ArtGame.";"";"whdload";"0";"";"AbandonedPlacesDe";"4519391";"A\AbandonedPlacesDe\AbandonedPlacesDe.slave";"";"A\AbandonedPlacesDe";"1040384";"AbandonedPlaces";"OCS/ECS";"De";"";"";"";"";"abandoned places";"Best";"2.096322";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=25";"25";"Commercial";"English";"5";"1 Only";"Abandoned Places: A Time for Heroes";"Electronic Zoo";"a\abandoned-places-a-time-for-heroes";"OCS";"Adventure - RPG 3D";"abandoned places a time for heroes abandonedplacesatimeforheroes 25 electronic zoo abandonedplacesatimeforheroes english"
"NoError, EmulPriv, Examine";"ABC Monday Night Football ? 1991 Data East.";"1991 Data East";"whdload";"0";"ABC Monday Night Football";"ABCMondayNightFootball";"2455365";"A\ABCMondayNightFootball\ABCMondayNightFootball.slave";"786432";"A\ABCMondayNightFootball";"524288";"ABCMondayNightFootball";"OCS/ECS";"";"";"";"";"";"abcmonday night football abc monday";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=2142";"2142";"Commercial";"English";"3";"1 or 2, Simultaneous";"ABC Monday Night Football";"MVP Sports";"a\abc-monday-night-football";"OCS,ECS";"Sports - American Football";"abc monday night football abcmondaynightfootball 2142 mvp sports abcmondaynightfootball english"
"NoError, EmulPriv, Examine";"game called:";"1989 Coktel Vision";"whdload";"0";"Abra cadabra & Baba Yaga";"Abracadabra";"1178670";"A\Abracadabra\Abracadabra.Slave";"786432";"A\Abracadabra";"524288";"Abracadabra";"OCS/ECS";"";"";"";"";"";"abracadabra abra cadabra baba yaga";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1505";"1505";"Commercial";"English,German,French,Italian,Spanish";"2";"1 Only";"Abracadabra";"Coktel Vision";"a\abracadabra";"OCS,ECS";"Adventure - Miscellaneous";"abracadabra abracadabra 1505 coktel vision abracadabra english,german,french,italian,spanish"
"NoError, EmulTrap";"Academy by CRL Group/ComTek (c) 1988.";"1988 CRL";"whdload";"0";"Academy";"Academy";"356900";"A\Academy\Academy.slave";"0";"A\Academy";"524288";"Academy";"OCS/ECS";"";"";"";"";"";"academy";"Exact";"N/A";"Open Amiga Game Database";"1988";"https://oagd.net/amiga/academy";;;"English";;"1";"Academy";"CRL";"a\academy";;;"academy academy crl academy english"
"NoError, ClearMem";"Ace Ball ? 1995 Tim Soft";"1995 Tim Soft";"whdload";"0";"Ace Ball (AGA)";"AceBallAGAPl";"1144053";"A\AceBallAGAPl\AceBallAGAPl.Slave";"151552";"A\AceBallAGAPl";"925696";"AceBall";"AGA";"Pl";"";"";"";"";"ace ball";"Exact";"N/A";"Open Amiga Game Database";"1995";"https://oagd.net/amiga/ace-ball";;;"Polish";;"1 - 2 (2 simultaneous)";"Ace Ball";"Tim Soft";"a\ace-ball";;;"ace ball aceball tim soft aceball polish"
"NoError, ClearMem";"Ace Ball ? 1995 Tim Soft";"1995 Tim Soft";"whdload";"0";"Ace Ball (ECS)";"AceBallPl";"568394";"A\AceBallPl\AceBallPl.Slave";"151552";"A\AceBallPl";"630784";"AceBall";"OCS/ECS";"Pl";"";"";"";"";"ace ball";"Exact";"N/A";"Open Amiga Game Database";"1995";"https://oagd.net/amiga/ace-ball";;;"Polish";;"1 - 2 (2 simultaneous)";"Ace Ball";"Tim Soft";"a\ace-ball";;;"ace ball aceball tim soft aceball polish"
"Disk, NoError, EmulTrap, ReqAGA, ClearMem";"A.C.SYS ? 1998 Joerg Belger/Unique.";"2000 Unique";"whdload";"0";"ACSYS";"ACSYSDemoAGA";"1969139";"A\ACSYSDemoAGA\ACSYSDemoAGA.slave";"1048576";"A\ACSYSDemoAGA";"2097152";"ACSYS";"AGA";"";"";"Demo";"";"";"acsys";"Best";"1.136523";"Lemon Amiga";"";"http://www.lemonamiga.com/games/details.php?id=3171";"3171";"Commercial";"English";"1";"1 Only";"ACSYS: Autonomous Cybernetic System";"(unknown)";"a\acsys-autonomous-cybernetic-system-aga";"AGA";"";"acsys autonomous cybernetic system acsysautonomouscyberneticsystem 3171 unknown acsysautonomouscyberneticsystem english"
"NoError, EmulTrap, NoDivZero";"Action Fighter ? 1989 Sega/Firebird/Kixx.";"1989 Sega/Firebird/Kixx";"whdload";"0";"Action Fighter";"ActionFighter";"360614";"A\ActionFighter\ActionFighter.slave";"0";"A\ActionFighter";"524288";"ActionFighter";"OCS/ECS";"";"";"";"";"";"action fighter";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=28";"28";"Commercial";"English";"1";"1 Only";"Action Fighter";"Firebird";"a\action-fighter";"OCS";"";"action fighter actionfighter 28 firebird actionfighter english"
"NoError, EmulTrap";"Addams Family (c) 1992 Ocean - 1 disk.";"1992 Ocean";"whdload";"0";"Addams Family";"AddamsFamily";"932194";"A\AddamsFamily\AddamsFamily.Slave";"524288";"A\AddamsFamily";"524288";"AddamsFamily";"OCS/ECS";"";"";"";"";"";"addams family";"Best";"2.302287";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=29";"29";"Commercial";"English,German,French";"1";"1 Only";"Addams Family, The";"Ocean";"a\addams-family-the";"OCS,ECS";"Platformer - Multi Screen";"addams family the addamsfamilythe 29 ocean addamsfamilythe english,german,french"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Adrenalynn ? 1991 Exponentia.";"1991 Exponentia";"whdload";"0";"Adrenalynn";"Adrenalynn";"918054";"A\Adrenalynn\Adrenalynn.Slave";"0";"A\Adrenalynn";"524288";"Adrenalynn";"OCS/ECS";"";"";"";"";"";"adrenalynn";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1513";"1513";"Commercial";"English";"1";"1 to 4";"Adrenalynn";"Loriciel";"a\adrenalynn";"OCS,ECS";"Sports - Miscellaneous";"adrenalynn adrenalynn 1513 loriciel adrenalynn english"
"NoError, EmulPriv, ClearMem, Examine";"Advanced Destroyer Simulator ? 1991 Futura.";"1991 Futura";"whdload";"0";"Advanced Destroyer Simulator";"AdvancedDestroyerSim";"562904";"A\AdvancedDestroyerSim\AdvancedDestroyerSim.Slave";"786432";"A\AdvancedDestroyerSim";"1048576";"AdvancedDestroyerSim";"OCS/ECS";"";"";"";"";"";"advanced destroyer sim simulator";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1514";"1514";"Commercial";"English";"1";"1 Only";"Advanced Destroyer Simulator";"US Gold";"a\advanced-destroyer-simulator";"OCS,ECS";"Simulation - Marine";"advanced destroyer simulator advanceddestroyersimulator 1514 us gold advanceddestroyersimulator english"
"NoError, EmulTrap";"Advanced Ski Simulator ? 199? Code Masters.";"";"whdload";"0";"";"AdvancedSkiSimulator";"817900";"A\AdvancedSkiSimulator\AdvancedSkiSimulator.slave";"";"A\AdvancedSkiSimulator";"524288";"AdvancedSkiSimulator";"OCS/ECS";"";"";"";"";"";"advanced ski simulator";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=31";"31";"Commercial";"English";"1";"1 or 2, Simultaneous";"Advanced Ski Simulator";"Codemasters";"a\advanced-ski-simulator";"OCS";"Sports - Skiing";"advanced ski simulator advancedskisimulator 31 codemasters advancedskisimulator english"
"NoError, Req68020";"";"1991 Infogrames";"whdload";"0";"Advantage Tennis";"AdvantageTennis";"814655";"A\AdvantageTennis\AdvantageTennis.slave";"786432";"A\AdvantageTennis";"524288";"AdvantageTennis";"OCS/ECS";"";"";"";"";"";"advantage tennis";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=32";"32";"Commercial";"English,German,French";"1";"";"Advantage Tennis";"Infogrames";"a\advantage-tennis";"OCS,ECS";"Sports - Tennis";"advantage tennis advantagetennis 32 infogrames advantagetennis english,german,french"
"NoError, EmulPriv, Examine";"Adventure Construction Set ? 1986 Electronic Arts";"1986 Electronic Arts";"whdload";"0";"Adventure Construction Set";"AdventureConstructionSet";"912277";"A\AdventureConstructionSet\AdventureConstructionSet.slave";"262144";"A\AdventureConstructionSet";"786432";"AdventureConstructionSet";"OCS/ECS";"";"";"";"";"";"adventure construction set";"Exact";"100";"Lemon Amiga";"1986";"http://www.lemonamiga.com/games/details.php?id=2134";"2134";"Commercial";"English";"1";"1 Only";"Adventure Construction Set";"Electronic Arts";"a\adventure-construction-set";"OCS";"Adventure - Construction Kit";"adventure construction set adventureconstructionset 2134 electronic arts adventureconstructionset english"
"NoError, EmulPriv, Examine";"The Adventures of Genlock Holmes ? 1990 MicroEd, Inc.";"1990 MicroEd, Inc.";"whdload";"0";"The Adventures of Genlock Holmes";"AdventuresOfGenlockHolmes";"503629";"A\AdventuresOfGenlockHolmes\AdventuresOfGenlockHolmes.Slave";"262144";"A\AdventuresOfGenlockHolmes";"524288";"AdventuresOfGenlockHolmes";"OCS/ECS";"";"";"";"";"";"adventures of genlock holmes the";"Exact";"N/A";"Open Amiga Game Database";"";"https://oagd.net/game/2d221df4-18fd-42f2-97b5-1ba3ba6179d9";;;"";;"";"The Adventures of Genlock Holmes";"";"t\the-adventures-of-genlock-holmes";;;"the adventures of genlock holmes theadventuresofgenlockholmes theadventuresofgenlockholmes"
"NoError";"Quik & Silva (c) 1991 New Bits on the Ram - 1 disk.";"1991 New Bits on the Ram";"whdload";"0";"The Adventures of Quik & Silva";"AdventuresOfQuik&Silva";"578771";"A\AdventuresOfQuik&Silva\AdventuresOfQuik&Silva.Slave";"0";"A\AdventuresOfQuik&Silva";"524288";"AdventuresOfQuik&Silva";"OCS/ECS";"";"";"";"";"";"adventures of quik silva the";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=33";"33";"Commercial";"English";"1";"1 or 2";"Adventures of Quik & Silva, The";"New Bits on the RAM";"a\adventures-of-quik-silva-the";"OCS,ECS";"Platformer - Scrolling Screen";"adventures of quik silva the adventuresofquiksilvathe 33 new bits on the ram adventuresofquiksilvathe english"
"NoError, EmulTrap";"Adventures of Robin Hood by Millennium (c) 1991 - 1 disk.";"1991 Millenium";"whdload";"0";"Adventures of Robin Hood";"AdventuresOfRobinHood";"964482";"A\AdventuresOfRobinHood\AdventuresOfRobinHood.slave";"0";"A\AdventuresOfRobinHood";"524288";"AdventuresOfRobinHood";"OCS/ECS";"";"";"";"";"";"adventures of robin hood";"Best";"2.194867";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=35";"35";"Commercial";"English,German,French,Italian";"1";"1 Only";"Adventures of Robin Hood, The";"Millennium";"a\adventures-of-robin-hood-the";"OCS,ECS";"Adventure - Isometric 3D";"adventures of robin hood the adventuresofrobinhoodthe 35 millennium adventuresofrobinhoodthe english,german,french,italian"
"NoError, EmulPriv, Examine";"The Adventures Of Willy Beamish ? 1992 Dynamix";"1992 Dynamix";"whdload";"0";"The Adventures of Willy Beamish";"AdventuresOfWillyBeamish";"9878788";"A\AdventuresOfWillyBeamish\AdventuresOfWillyBeamish.slave";"1835008";"A\AdventuresOfWillyBeamish";"524288";"AdventuresOfWillyBeamish";"OCS/ECS";"";"";"";"";"";"adventures of willy beamish the";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=36";"36";"Commercial";"English";"12";"1 Only";"Adventures of Willy Beamish, The";"Dynamix";"a\adventures-of-willy-beamish-the";"OCS,ECS";"Adventure - Point and Click";"adventures of willy beamish the adventuresofwillybeamishthe 36 dynamix adventuresofwillybeamishthe english"
"NoError, EmulPriv, Examine";"African Raiders-01 ? 1989 Tomahawk.";"1989 Tomahawk";"whdload";"0";"African Raiders-01";"AfricanRaiders01";"421221";"A\AfricanRaiders01\AfricanRaiders01.slave";"786432";"A\AfricanRaiders01";"524288";"AfricanRaiders01";"OCS/ECS";"";"";"";"";"";"african raiders 01";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1517";"1517";"Commercial";"English";"1";"1 Only";"African Raiders-01";"Coktel Vision";"a\african-raiders-01";"OCS";"Racing - Cars";"african raiders 01 africanraiders01 1517 coktel vision africanraiders01 english"
"Disk, NoError, EmulTrap, NoDivZero";"";"1988 Sega Enterprises Ltd.";"whdload";"0";"After Burner";"AfterBurnerActivision";"1364489";"A\AfterBurnerActivision\AfterBurnerActivision.Slave";"0";"A\AfterBurnerActivision";"524288";"AfterBurnerActivision";"OCS/ECS";"";"";"";"";"";"after burner activision";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=37";"37";"Commercial";"English";"1";"1 Only";"Afterburner";"Activision";"a\afterburner";"OCS";"";"afterburner afterburner 37 activision afterburner english"
"NoError, EmulTrap, ClearMem";"After Burner 2 ? 1989 Sega.";"1989 Sega";"whdload";"0";"After Burner 2";"AfterBurnerSega";"910179";"A\AfterBurnerSega\AfterBurnerSega.slave";"0";"A\AfterBurnerSega";"524288";"AfterBurnerSega";"OCS/ECS";"";"";"";"";"";"after burner sega 2";"Exact";"N/A";"Open Amiga Game Database";"1989";"https://oagd.net/amiga/after-burner-sega";;;"English";;"1";"After Burner [Sega]";"Sega";"a\after-burner-sega";;;"after burner sega afterburnersega sega afterburnersega english"
"NoError, EmulTrap, NoKbd";"After The War by Dinamic (c) 1989 - 1 disk.";"1989 Dinamic";"whdload";"0";"After The War";"AfterTheWar";"913501";"A\AfterTheWar\AfterTheWar.Slave";"0";"A\AfterTheWar";"524288";"AfterTheWar";"OCS/ECS";"";"";"";"";"";"after the war";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1481";"1481";"Commercial";"English";"1";"1 Only";"After the War";"Dinamic Software";"a\after-the-war";"OCS";"";"after the war afterthewar 1481 dinamic software afterthewar english"
