"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"NoError, EmulTrap, ClearMem";"727468";"A\Aquarium\Aquarium.Slave";"Aquarium 1993 Carillon & Cyberiad.";"0";"Aquarium";"Aquarium";"1993 Carillon & Cyberiad";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Aquarium";"OCS/ECS";"";"";"";"";"aquarium carillon cyberiad";"Exact";"100";"Pouet";"amiga demo";"6th";"Carillon & Cyberiad";"a\aquarium-carillon-cyberiad";"demo";"ECC 1993";"http://content.pouet.net/files/screenshots/00006/00006533.jpg";"august 1993";"Aquarium";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=6533";"aquarium aquarium carillon cyberiad aquariumcarilloncyberiad"
"NoError, ClearMem";"917773";"A\Art&Go\Art&Go.Slave";"Art and Go ? 1993 Impulse.";"0";"Art&Go";"Art and Go";"1993 Impulse";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Art&Go";"OCS/ECS";"";"";"";"";"art go and impulse";"Best";"3,469036";"Pouet";"";"";"Impulse (.hu)";"a\art-go-impulse-hu";"slideshow";"";"http://content.pouet.net/files/screenshots/00012/00012432.jpg";"july 1993";"Art & Go!";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12432";"art go artgo impulse hu artgoimpulsehu"
"Disk, NoError, EmulTrap";"898402";"A\Arte\Arte.Slave";"Arte ? 1993 Sanity.";"0";"Arte";"Arte";"1993 Sanity";"495616";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Arte";"OCS/ECS";"";"";"";"";"arte sanity";"Exact";"100";"Pouet";"amiga demo";"3rd";"sanity";"a\arte-sanity";"demo";"The Party 1993";"http://content.pouet.net/files/screenshots/00001/00001477.gif";"december 1993";"ARTE";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=1477";"arte arte sanity artesanity"
"NoError, Req68020, ReqAGA, ClearMem";"1824535";"A\ArtificialParadise\ArtificialParadise.slave";"Artificial Paradise ? 1994 NGC.";"0";"ArtificialParadise";"Artificial Paradise";"1994 NGC";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ArtificialParadise";"AGA";"";"";"";"";"artificial paradise new generation crew";"Exact";"100";"Pouet";"amiga demo";"2nd";"New Generation Crew";"a\artificial-paradise-new-generation-crew";"demo";"Saturne 1994";"http://content.pouet.net/files/screenshots/00033/00033775.gif";"april 1994";"Artificial Paradise";"Amiga AGA";"http://www.pouet.net/prod.php?which=33775";"artificial paradise artificialparadise new generation crew artificialparadisenewgenerationcrew"
"NoError, Req68020, ReqAGA, ClearMem";"1825148";"A\ArtificialParadiseAGA\ArtificialParadiseAGA.slave";"Artificial Paradise ? 1994 NGC.";"0";"ArtificialParadiseAGA";"Artificial Paradise";"1994 NGC";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ArtificialParadise";"AGA";"";"";"";"";"artificial paradise new generation crew";"Exact";"100";"Pouet";"amiga demo";"2nd";"New Generation Crew";"a\artificial-paradise-new-generation-crew";"demo";"Saturne 1994";"http://content.pouet.net/files/screenshots/00033/00033775.gif";"april 1994";"Artificial Paradise";"Amiga AGA";"http://www.pouet.net/prod.php?which=33775";"artificial paradise artificialparadise new generation crew artificialparadisenewgenerationcrew"
"NoError, EmulTrap, ClearMem";"683031";"A\ArtOfNoise3\ArtOfNoise3.Slave";"Art of Noise 3 ? 1991 Northtech.";"0";"ArtOfNoise3";"Art of Noise 3";"1991 Northtech";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ArtOfNoise3";"OCS/ECS";"";"";"";"";"art of noise 3 northtech";"Exact";"100";"Pouet";"";"";"Northtech";"a\art-of-noise-3-northtech";"musicdisk";"";"http://content.pouet.net/files/screenshots/00065/00065557.png";"january 1991";"Art of Noise 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=65557";"art of noise 3 artofnoise3 northtech artofnoise3northtech"
"NoError, EmulTrap, ClearMem";"751379";"A\ArtOfNoise4\ArtOfNoise4.Slave";"Art of Noise 4 ? 1991 Northtech.";"0";"ArtOfNoise4";"Art of Noise 4";"1991 Northtech";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ArtOfNoise4";"OCS/ECS";"";"";"";"";"art of noise 4 northtech";"Exact";"100";"Pouet";"";"";"Northtech";"a\art-of-noise-4-northtech";"musicdisk";"";"http://content.pouet.net/files/screenshots/00065/00065558.png";"august 1991";"Art of Noise 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=65558";"art of noise 4 artofnoise4 northtech artofnoise4northtech"
"NoError, EmulTrap, ClearMem";"364154";"A\Assemblo\Assemblo.Slave";"Assemblo ? 1992 World Industries.";"0";"Assemblo";"Assembblo";"1992 World Industries";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Assemblo";"OCS/ECS";"";"";"";"";"assemblo assembblo world industries";"Best";"3,326363";"Pouet";"amiga intro";"n/a";"World Industries";"a\assemblo-world-industries";"intro";"Assembly 1992";"http://content.pouet.net/files/screenshots/00028/00028302.png";"july 1992";"assemblo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28302";"assemblo assemblo world industries assembloworldindustries"
"NoError, EmulTrap, ClearMem";"919999";"A\Assembly92Slideshow\Assembly92Slideshow.Slave";"Assembly '92 Slideshow ? 1992 World Industries.";"0";"Assembly92Slideshow";"Assembly ";"1992 World Industries";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Assembly92Slideshow";"OCS/ECS";"";"";"";"";"assembly 92 slideshow world industries";"Best";"3,05299";"Janeway Amiga Scene Demo Database";;;"World Industries";;"Slideshow";"Assembly 1992";;"7/92";"Assembly 1992 Slideshow";;;"assembly 1992 slideshow assembly1992slideshow world industries assembly1992slideshowworldindustries"
"NoError, EmulTrap, ClearMem";"96978";"A\Astrogate\Astrogate.Slave";"Astrogate ? 1990 Byterapers.";"0";"Astrogate";"Astrogate";"1990 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Astrogate";"OCS/ECS";"";"";"";"";"astrogate byterapers";"Exact";"100";"Pouet";"";"";"Byterapers";"a\astrogate-byterapers";"demo";"";"http://content.pouet.net/files/screenshots/00049/00049516.gif";"february 1990";"Astrogate";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49516";"astrogate astrogate byterapers astrogatebyterapers"
"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"1243744";"A\Atome\Atome.Slave";"Atome ? 1996 Skarla";"0";"Atome";"Atome";"1996 Skarla";"946176";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Atome";"AGA";"";"";"";"";"atome skarla";"Exact";"100";"Pouet";"amiga demo";"1st";"skarla";"a\atome-skarla";"demo";"Saturne 1996";"http://content.pouet.net/files/screenshots/00005/00005418.jpg";"april 1996";"atome";"Amiga AGA";"http://www.pouet.net/prod.php?which=5418";"atome atome skarla atomeskarla"
"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"1244357";"A\AtomeAGA\AtomeAGA.Slave";"Atome ? 1996 Skarla";"0";"AtomeAGA";"Atome";"1996 Skarla";"946176";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Atome";"AGA";"";"";"";"";"atome aga skarla";"Best";"3,568686";"Pouet";"amiga demo";"1st";"skarla";"a\atome-skarla";"demo";"Saturne 1996";"http://content.pouet.net/files/screenshots/00005/00005418.jpg";"april 1996";"atome";"Amiga AGA";"http://www.pouet.net/prod.php?which=5418";"atome atome skarla atomeskarla"
"NoError, EmulTrap, ClearMem";"336712";"A\AudienceIsListening\AudienceIsListening.Slave";"The Audience is Listening ? 1991 Taipan";"0";"AudienceIsListening";"The Audience is Listening";"1991 Taipan";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"AudienceIsListening";"OCS/ECS";"";"";"";"";"audience is listening the taipan";"Best";"5,139593";"Pouet";"";"";"Taipan";"t\the-audience-is-listening-taipan";"musicdisk";"";"http://content.pouet.net/files/screenshots/00065/00065770.png";"1991";"The Audience is Listening";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=65770";"the audience is listening theaudienceislistening taipan theaudienceislisteningtaipan"
"NoError, EmulTrap, ClearMem";"919453";"A\AudiOmega\AudiOmega.Slave";"AudiOmega ? 1993 Rebels.";"0";"AudiOmega";"AudiOmega";"1993 Rebels";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"AudiOmega";"OCS/ECS";"";"";"";"";"audiomega rebels";"Exact";"100";"Pouet";"";"";"Rebels";"a\audiomega-rebels";"musicdisk";"";"http://content.pouet.net/files/screenshots/00066/00066410.png";"1993";"AudiOmega";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=66410";"audi omega audiomega rebels audiomegarebels"
"NoError, EmulTrap, ClearMem";"958238";"A\AudioRhythm2\AudioRhythm2.Slave";"Audio Rhythm 2 ? 1993 Tronix.";"0";"AudioRhythm2";"Audio Rhythm 2";"1993 Tronix";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"AudioRhythm2";"OCS/ECS";"";"";"";"";"audio rhythm 2 tronix";"Exact";"100";"Pouet";"";"";"Tronix";"a\audio-rhythm-2-tronix";"musicdisk";"";"http://content.pouet.net/files/screenshots/00066/00066327.png";"1993";"Audio Rhythm 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=66327";"audio rhythm 2 audiorhythm2 tronix audiorhythm2tronix"
"NoError, EmulTrap, ClearMem";"819433";"A\AudioViolation\AudioViolation.Slave";"Audio Violation ? 1993 Defekt.";"0";"AudioViolation";"Audio Violation";"1993 Defekt";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"AudioViolation";"OCS/ECS";"";"";"";"";"audio violation defekt";"Exact";"100";"Pouet";"";"";"DEFEKT";"a\audio-violation-defekt";"musicdisk";"";"http://content.pouet.net/files/screenshots/00027/00027604.png";"n/a";"Audio Violation";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27604";"audio violation audioviolation defekt audioviolationdefekt"
"Disk, NoError, EmulTrap";"920604";"A\AudioX\AudioX.slave";"Audio X ? 19?? Crusaders.";"0";"AudioX";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"AudioX";"OCS/ECS";"";"";"";"";"audio x the crusaders";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"The Crusaders";;"Musicdisk";"";;"";"Audio-X";;;"audio x audiox the crusaders audioxthecrusaders"
"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"1608333";"A\Authentik\Authentik.Slave";"Authentik ? 1995 Skarla";"0";"Authentik";"Authentik";"1995 Skarla";"983040";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Authentik";"AGA";"";"";"";"";"authentik skarla";"Exact";"100";"Pouet";"amiga demo";"disqualified";"skarla";"a\authentik-skarla";"demo";"The Party 1995";"http://content.pouet.net/files/screenshots/00003/00003716.gif";"december 1995";"Authentik";"Amiga AGA";"http://www.pouet.net/prod.php?which=3716";"authentik authentik skarla authentikskarla"
"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"1608946";"A\AuthentikAGA\AuthentikAGA.Slave";"Authentik ? 1995 Skarla";"0";"AuthentikAGA";"Authentik";"1995 Skarla";"983040";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Authentik";"AGA";"";"";"";"";"authentik aga skarla";"Best";"3,568686";"Pouet";"amiga demo";"disqualified";"skarla";"a\authentik-skarla";"demo";"The Party 1995";"http://content.pouet.net/files/screenshots/00003/00003716.gif";"december 1995";"Authentik";"Amiga AGA";"http://www.pouet.net/prod.php?which=3716";"authentik authentik skarla authentikskarla"
"NoError, EmulTrap, ClearMem";"925721";"A\AutumnNights\AutumnNights.Slave";"Autumn Nights ? 1992 Palace.";"0";"AutumnNights";"Autumn Nights";"1992 Palace";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"AutumnNights";"OCS/ECS";"";"";"";"";"autumn nights palace";"Exact";"100";"Pouet";"";"";"Palace";"a\autumn-nights-palace";"musicdisk";"";"http://content.pouet.net/files/screenshots/00026/00026631.jpg";"1991";"autumn nights";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26631";"autumn nights autumnnights palace autumnnightspalace"
"NoError, EmulTrap, ClearMem";"547099";"B\Back2Base\Back2Base.Slave";"Back 2 Base ? 1989 Crusaders.";"0";"Back2Base";"Back 2 Base";"1989 Crusaders";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Back2Base";"OCS/ECS";"";"";"";"";"back 2 base crusaders";"Exact";"100";"Pouet";"";"";"Crusaders";"b\back-2-base-crusaders";"musicdisk";"";"http://content.pouet.net/files/screenshots/00008/00008778.png";"february 1989";"Back 2 Base";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8778";"back 2 base back2base crusaders back2basecrusaders"
"Disk, NoError, EmulTrap";"922371";"B\Bacteria\Bacteria.slave";"Bacteria ? 19?? Crusaders.";"0";"Bacteria";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Bacteria";"OCS/ECS";"";"";"";"";"bacteria the crusaders";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"The Crusaders";;"Musicdisk";"Cryptoburners, It and Visual Arts Party 90";;"";"Bacteria";;;"bacteria bacteria the crusaders bacteriathecrusaders"
"NoError, EmulTrap, ClearMem";"918791";"B\BanditsRadio\BanditsRadio.Slave";"Bandit's Radio 1993 Mad Elks.";"0";"BanditsRadio";"Bandit";"1993 Mad Elks";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BanditsRadio";"OCS/ECS";"";"";"";"";"bandits radio bandit mad elks";"Best";"3,379549";"Pouet";"";"";"mad elks";"b\bandits-radio-mad-elks";"demo";"";"http://content.pouet.net/files/screenshots/00034/00034290.png";"1993";"Bandit's Radio";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=34290";"bandits radio banditsradio mad elks banditsradiomadelks"
"NoError, EmulTrap, ClearMem";"921289";"B\BardInABox\BardInABox.Slave";"Bard In A Box ? 1991 Academy.";"0";"BardInABox";"Bard in a Box";"1991 Academy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BardInABox";"OCS/ECS";"";"";"";"";"bard in abox box academy";"Best";"3,023026";"Pouet";"";"";"Academy";"b\bard-in-a-box-academy";"musicdisk";"";"http://content.pouet.net/files/screenshots/00033/00033428.gif";"1991";"Bard in a box";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=33428";"bard in a box bardinabox academy bardinaboxacademy"
"NoError, EmulTrap, ClearMem";"796257";"B\BassoContinuo\BassoContinuo.Slave";"Basso Continuo ? 1992 Fury.";"0";"BassoContinuo";"Basso Continuo";"1992 Fury";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BassoContinuo";"OCS/ECS";"";"";"";"";"basso continuo fury";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Fury";;"Musicdisk";"Anarchy Easter Party 92";;"4/92";"Basso Continuo";;;"basso continuo bassocontinuo fury bassocontinuofury"
"NoError, EmulTrap, ClearMem";"1821989";"B\BassOMatic\BassOMatic.Slave";"Bass-O-Matic ? 1991 Crusaders.";"0";"BassOMatic";"Bass-O-Matic";"1991 Crusaders";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BassOMatic";"OCS/ECS";"";"";"";"";"bass omatic matic crusaders";"Best";"2,391874";"Pouet";"";"";"Crusaders";"b\bass-o-matic-crusaders";"musicdisk";"";"http://content.pouet.net/files/screenshots/00005/00005497.gif";"1991";"bass-o-matic";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5497";"bass o matic bassomatic crusaders bassomaticcrusaders"
"NoError, EmulTrap";"1826019";"B\BatmanVuelve\BatmanVuelve.Slave";"Batman Vuelve (c) 1995 Batman Group - 2 disks.";"0";"BatmanVuelve";"Batman Vuelve";"1995 Batman Group";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BatmanVuelve";"OCS/ECS";"";"";"";"";"batman vuelve group";"Best";"4,661389";"Pouet";"amiga demo";"1st";"Batman Group";"b\batman-vuelve-batman-group";"demo";"Posadas 1995";"http://content.pouet.net/files/screenshots/00002/00002967.jpg";"july 1995";"Batman Vuelve";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2967";"batman vuelve batmanvuelve batman group batmanvuelvebatmangroup"
"NoError";"920987";"B\Baygon\Baygon.Slave";"Baygon ? 1993 Melon.";"0";"Baygon";"Baygon";"1993 Melon Dezign";"1802240";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Baygon";"OCS/ECS";"";"";"";"";"baygon melon dezign";"Exact";"100";"Pouet";"amiga demo";"2nd";"Melon Dezign";"b\baygon-melon-dezign";"demo";"Somewhere in Holland 1995";"http://content.pouet.net/files/screenshots/00001/00001644.gif";"july 1995";"Baygon";"Amiga AGA";"http://www.pouet.net/prod.php?which=1644";"baygon baygon melon dezign baygonmelondezign"
"NoError";"921600";"B\BaygonAGA\BaygonAGA.Slave";"Baygon ? 1993 Melon.";"0";"BaygonAGA";"Baygon";"1993 Melon Dezign";"1802240";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Baygon";"AGA";"";"";"";"";"baygon aga melon dezign";"Best";"3,775244";"Pouet";"amiga demo";"2nd";"Melon Dezign";"b\baygon-melon-dezign";"demo";"Somewhere in Holland 1995";"http://content.pouet.net/files/screenshots/00001/00001644.gif";"july 1995";"Baygon";"Amiga AGA";"http://www.pouet.net/prod.php?which=1644";"baygon baygon melon dezign baygonmelondezign"
"NoError, EmulTrap, ClearMem";"108246";"B\BBSIntro\BBSIntro.Slave";"BBS Intro ? 1992 Technology.";"0";"BBSIntro";"BBS Intro";"1992 Taurus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BBS";"OCS/ECS";"";"";"";"Intro";"bbsintro bbs intro taurus";"Best";"4,226481";"Pouet";"n/a";"n/a";"taurus";"b\bbs-intro-taurus";"bbstro";"The Party 1992";"http://content.pouet.net/files/screenshots/00051/00051190.png";"december 1992";"BBS Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51190";"bbs intro bbsintro taurus bbsintrotaurus"
"NoError, ClearMem";"161643";"B\BeachVolleyDemo\BeachVolleyDemo.Slave";"Beach Volley demo ? 1990 Paradox";"0";"BeachVolleyDemo";"Beach Volley demo";"1990 Paradox";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BeachVolley";"OCS/ECS";"";"";"Demo";"";"beach volley demo paradox";"Best";"3,462127";"Pouet";"amiga demo";"4th";"Paradox";"b\beach-volley-paradox";"demo";"Alcatraz Pentcost 1990";"http://content.pouet.net/files/screenshots/00009/00009066.gif";"june 1990";"Beach Volley";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9066";"beach volley beachvolley paradox beachvolleyparadox"
"NoError, EmulPriv";"910986";"B\BeastSonix\BeastSonix.Slave";"Beast Sonix, ?1989 Scoopex";"0";"BeastSonix";"-* B E A S T   S O N I X *-";"1989 Scoopex";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BeastSonix";"OCS/ECS";"";"";"";"";"beast sonix 1 scoopex";"Best";"4,033441";"Pouet";"";"";"Scoopex";"b\beast-sonix-scoopex";"musicdisk";"";"http://content.pouet.net/files/screenshots/00005/00005835.jpg";"may 1990";"beast sonix";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5835";"beast sonix beastsonix scoopex beastsonixscoopex"
"NoError, EmulTrap, ClearMem";"852880";"B\BeatBox\BeatBox.Slave";"Beat Box ? 1989 The Warfalcons.";"0";"BeatBox";"Beat Box";"1989 The Warfalcons";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BeatBox";"OCS/ECS";"";"";"";"";"beat box warfalcons";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Warfalcons";;"Musicdisk";"";;"3/89";"Beat Box";;;"beat box beatbox warfalcons beatboxwarfalcons"
